Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_044998.1	SLC35A5	+	XP_030121328.1	20299041	20308042	probable UDP-sugar transporter protein SLC35A5 isoform X1
NC_044998.1	CCDC80	-	XP_030121314.2	20331856	20313506	coiled-coil domain-containing protein 80
NC_044998.1	LOC100227477	-	XP_030121393.2	20427581	20411722	cell surface glycoprotein CD200 receptor 1-B isoform X3
NC_044998.1	LOC115493789	-	XP_032602677.1	20454225	20449660	cell surface glycoprotein CD200 receptor 1-B-like isoform X1
NC_044998.1	GTPBP8	+	XP_012425446.2	20463014	20465816	GTP-binding protein 8
NC_044998.1	TAF13	+	NP_001185506.1	20469187	20470967	transcription initiation factor TFIID subunit 13
NC_044998.1	NEPRO	-	XP_012425416.2	20477537	20472055	nucleolus and neural progenitor protein
NC_044998.1	LOC115493776	+	XP_030121416.2	20480344	20495866	protein spire homolog 1 isoform X2
NC_044998.1	BOC	+	XP_030121498.2	20592193	20614603	brother of CDO isoform X1
NC_044998.1	CFAP44	-	XP_030121470.2	20653585	20616444	cilia- and flagella-associated protein 44 isoform X1
NC_044998.1	ILDR1	+	XP_030121518.2	20659091	20672704	immunoglobulin-like domain-containing receptor 1
NC_044998.1	LOC100227541	+	XP_012425428.2	20680027	20681344	apovitellenin-1
NC_044998.1	GPR15	-	XP_030121523.2	20695732	20694636	G-protein coupled receptor 15
NC_044998.1	CLDND1	+	XP_002192202.1	20708359	20710792	claudin domain-containing protein 1
NC_044998.1	LOC100222730	+	XP_030121569.2	20730723	20741745	phospholipase A2
NC_044998.1	LOC115493810	-	XP_030121624.2	20752508	20743868	uncharacterized protein LOC115493810 isoform X1
NC_044998.1	GRAMD1C	+	XP_030121585.2	20753889	20806263	protein Aster-C isoform X1
NC_044998.1	ZDHHC23	+	XP_030121688.2	20807569	20810591	palmitoyltransferase ZDHHC23 isoform X2
NC_044998.1	CCDC191	-	XP_030121645.2	20838442	20818424	coiled-coil domain-containing protein 191 isoform X2
NC_044998.1	QTRT2	+	XP_002191809.3	20838572	20850666	queuine tRNA-ribosyltransferase accessory subunit 2
NC_044998.1	DRD3	-	XP_030121738.1	20871510	20861276	D(3) dopamine receptor isoform X2
NC_044998.1	ZBTB20	-	XP_032607001.1	20926927	20919831	zinc finger and BTB domain-containing protein 20
NC_044998.1	GAP43	+	XP_002191195.1	21537733	21590005	neuromodulin
NC_044998.1	LSAMP	-	XP_030141808.1	22628247	21622811	limbic system-associated membrane protein isoform X4
NC_044998.1	IGSF11	-	XP_012425414.2	23075627	22967005	immunoglobulin superfamily member 11 isoform X1
NC_044998.1	LOC116808576	+	XP_032605179.1	23075628	23077909	uncharacterized protein LOC116808576
NC_044998.1	UPK1B	+	XP_002188797.3	23132101	23137250	uroplakin-1b
NC_044998.1	ARHGAP31	-	XP_002188774.3	23203715	23149301	rho GTPase-activating protein 31
NC_044998.1	LOC100227480	+	XP_030121831.1	23274700	23277714	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 isoform X1
NC_044998.1	LOC100219809	+	XP_002189851.2	23288654	23303291	beta-1,4-galactosyltransferase 3
NC_044998.1	B4GALT4	-	XP_030121812.2	23318540	23305249	beta-1,4-galactosyltransferase 4
NC_044998.1	TMEM39A	+	XP_002189717.1	23353670	23361633	transmembrane protein 39A
NC_044998.1	LOC105760670	-	XP_030121882.2	23378313	23364235	fatty acid amide hydrolase
NC_044998.1	CHD1L	+	XP_002188531.3	23378314	23401004	chromodomain-helicase-DNA-binding protein 1-like isoform X1
NC_044998.1	VANGL1	+	XP_030121924.1	23416090	23447447	vang-like protein 1
NC_044998.1	CASQ2	-	XP_002188512.1	23495616	23462714	calsequestrin-2
NC_044998.1	NHLH2	-	XP_030121950.1	23532591	23532161	helix-loop-helix protein 2
NC_044998.1	LOC116808580	+	XP_032605202.1	23573308	23580219	vegetative cell wall protein gp1-like
NC_044998.1	SLC22A15	+	XP_030121959.1	23580246	23611517	solute carrier family 22 member 15 isoform X1
NC_044998.1	MAB21L3	+	XP_030121977.1	23628250	23643975	protein mab-21-like 3 isoform X1
NC_044998.1	ATP1A1	+	XP_030122002.1	23699617	23724871	sodium/potassium-transporting ATPase subunit alpha-1
NC_044998.1	CD58	-	XP_030122063.2	23786908	23768457	lymphocyte function-associated antigen 3 isoform X3
NC_044998.1	PLA1A	+	XP_002188241.3	23792232	23807289	phospholipase A1 member A isoform X5
NC_044998.1	POPDC2	-	XP_030122073.1	23820953	23810094	popeye domain-containing protein 2 isoform X2
NC_044998.1	LOC100221679	-	XP_002188466.1	23828688	23826983	cytochrome c oxidase copper chaperone
NC_044998.1	LOC116808585	+	XP_032605215.1	23839307	23842249	basic salivary proline-rich protein 1-like
NC_044998.1	CFAP91	+	XP_030122094.2	23844723	23871915	cilia- and flagella-associated protein 91
NC_044998.1	GSK3B	-	XP_002188011.2	24027903	23885293	glycogen synthase kinase-3 beta isoform X2
NC_044998.1	GPR156	-	XP_030122142.2	24061415	24046578	probable G-protein coupled receptor 156
NC_044998.1	LRRC58	-	XP_030122154.1	24100589	24087555	leucine-rich repeat-containing protein 58
NC_044998.1	FSTL1	-	XP_030122161.1	24155402	24106326	follistatin-related protein 1
