Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_000067.6	Mfsd9	-	NP_766087.1	40790617	40773755	major facilitator superfamily domain-containing protein 9
NC_000067.6	Tmem182	+	XP_017176950.1	40806121	40855016	transmembrane protein 182 isoform X1
NC_000067.6	Pou3f3	+	NP_032926.2	42697146	42698639	POU domain, class 3, transcription factor 3
NC_000067.6	Mrps9	+	NP_076003.3	42851292	42905496	28S ribosomal protein S9, mitochondrial precursor
NC_000067.6	Gpr45	+	NP_444337.3	43032199	43033320	probable G-protein coupled receptor 45
NC_000067.6	Tgfbrap1	-	NP_001013043.1	43075936	43049661	transforming growth factor-beta receptor-associated protein 1
NC_000067.6	AI597479	+	NP_598579.1	43098764	43113242	ashwin
NC_000067.6	Fhl2	-	XP_011236736.1	43153229	43123516	four and a half LIM domains protein 2 isoform X1
NC_000067.6	Nck2	+	XP_030107914.1	43533568	43569342	cytoplasmic protein NCK2 isoform X1
NC_000067.6	Ecrg4	+	NP_077245.2	43730885	43742406	augurin precursor
NC_000067.6	Uxs1	-	NP_001355217.1	43807352	43750233	UDP-glucuronic acid decarboxylase 1 isoform 3
NC_000067.6	Tpp2	+	NP_033444.1	43934089	44002193	tripeptidyl-peptidase 2 isoform 1
NC_000067.6	Mettl21c	-	XP_006496191.1	44017265	44009641	protein-lysine methyltransferase METTL21C isoform X1
NC_000067.6	Ccdc168	-	XP_017168559.1	44079561	44055954	coiled-coil domain-containing protein 168
NC_000067.6	Tex30	-	XP_006496378.1	44099860	44086892	testis-expressed protein 30 isoform X1
NC_000067.6	Poglut2	-	NP_076134.1	44118497	44107089	protein O-glucosyltransferase 2 precursor
NC_000067.6	Bivm	+	NP_001343975.1	44126392	44143142	basic immunoglobulin-like variable motif-containing protein
NC_000067.6	Ercc5	+	XP_030108926.1	44161014	44181082	DNA repair protein complementing XP-G cells homolog isoform X1
NC_000067.6	Mettl21e	-	NP_997164.1	44218154	44206352	protein-lysine methyltransferase METTL21E
NC_000067.6	Gulp1	+	XP_006496340.1	44689188	44794971	PTB domain-containing engulfment adapter protein 1 isoform X2
NC_000067.6	Col3a1	+	NP_034060.2	45311748	45348747	collagen alpha-1(III) chain preproprotein
NC_000067.6	Col5a2	-	NP_031763.2	45502912	45376086	collagen alpha-2(V) chain preproprotein
NC_000067.6	Wdr75	+	XP_006496370.1	45795522	45818721	WD repeat-containing protein 75 isoform X1
NC_000067.6	Slc40a1	-	NP_058613.2	45925261	45909408	solute carrier family 40 member 1
NC_000067.6	Dnah7b	+	XP_011236792.1	46066990	46373439	dynein, axonemal, heavy chain 7B isoform X1
NC_000067.6	Dnah7c	+	XP_011236933.1	46425613	46807365	dynein, axonemal, heavy chain 7C isoform X1
NC_000067.6	Slc39a10	-	NP_001343346.1	46836138	46809955	zinc transporter ZIP10 precursor
NC_000067.6	Tmeff2	+	XP_030111510.1	50927948	51185481	tomoregulin-2 isoform X1
NC_000067.6	Cavin2	+	NP_620080.1	51289386	51301422	caveolae-associated protein 2
NC_000067.6	Nabp1	-	NP_001297478.1	51474593	51471247	SOSS complex subunit B2 isoform b
NC_000067.6	Myo1b	-	NP_001277911.1	51883215	51751175	unconventional myosin-Ib isoform 3
NC_000067.6	Stat4	+	XP_006495878.1	51987121	52106936	signal transducer and activator of transcription 4 isoform X2
NC_000067.6	Stat1	+	NP_033309.3	52122594	52159297	signal transducer and activator of transcription 1 isoform 2
NC_000067.6	Gls	-	NP_001074550.1	52232990	52166160	glutaminase kidney isoform, mitochondrial isoform 1
NC_000067.6	Nab1	-	NP_032693.2	52490734	52459220	NGFI-A-binding protein 1
NC_000067.6	Nemp2	+	XP_006495999.1	52637463	52649844	nuclear envelope integral membrane protein 2 isoform X1
NC_000067.6	Mfsd6	-	NP_001344393.1	52709702	52658537	major facilitator superfamily domain-containing protein 6 isoform 3
NC_000067.6	Inpp1	-	XP_011236744.1	52799486	52789670	inositol polyphosphate 1-phosphatase isoform X1
NC_000067.6	Hibch	+	NP_666220.1	52845110	52920378	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial precursor
NC_000067.6	1700019D03Rik	-	NP_001355203.1	52925565	52925249	small membrane A-kinase anchor protein
NC_000067.6	Mstn	+	NP_034964.1	53061766	53066631	growth/differentiation factor 8 preproprotein
NC_000067.6	1700019A02Rik	-	XP_006496318.1	53187741	53158749	uncharacterized protein LOC69397 isoform X2
NC_000067.6	Pms1	-	XP_006496005.1	53282070	53189336	PMS1 protein homolog 1 isoform X1
NC_000067.6	Ormdl1	+	NP_663492.3	53298979	53308962	ORM1-like protein 1
NC_000067.6	Osgepl1	+	XP_006496353.1	53318122	53323245	probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial isoform X1
NC_000067.6	Asnsd1	-	NP_001277913.1	53348464	53344732	asparagine synthetase domain-containing protein 1 isoform 2
NC_000067.6	Asdurf	-	NP_001340430.1	53352617	53348481	uncharacterized LOC110599589
NC_000067.6	Dnah7a	-	XP_006496242.1	53706690	53397109	dynein, axonemal, heavy chain 7A isoform X2
NC_000067.6	Stk17b	-	XP_006496422.1	53766014	53757490	serine/threonine-protein kinase 17B isoform X1
NC_000067.6	Hecw2	-	XP_006496130.1	54040490	53813224	E3 ubiquitin-protein ligase HECW2 isoform X1
NC_000067.6	Ccdc150	+	XP_017168385.1	54250829	54368399	coiled-coil domain-containing protein 150 isoform X1
NC_000067.6	Gtf3c3	-	NP_001028366.1	54438912	54397882	general transcription factor 3C polypeptide 3
NC_000067.6	C1H2orf66	-	XP_017168586.1	54447092	54444796	uncharacterized protein C2orf66 homolog
NC_000067.6	Pgap1	-	NP_001156786.1	54557578	54480708	GPI inositol-deacylase
NC_000067.6	Ankrd44	-	XP_030110857.1	54778329	54648279	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B isoform X8
NC_000067.6	Sf3b1	-	NP_112456.2	55027364	54987336	splicing factor 3B subunit 1
NC_000067.6	Coq10b	+	NP_001034799.1	55052875	55071803	coenzyme Q-binding protein COQ10 homolog B, mitochondrial isoform 1
NC_000067.6	Hspd1	-	NP_001343441.1	55086937	55078290	60 kDa heat shock protein, mitochondrial
NC_000067.6	Hspe1	+	NP_032329.1	55088410	55091120	10 kDa heat shock protein, mitochondrial
NC_000067.6	Mob4	+	NP_079559.2	55131300	55152806	MOB-like protein phocein isoform 1
NC_000067.6	Rftn2	-	XP_011236914.1	55226151	55171812	raftlin-2 isoform X4
NC_000067.6	Mars2	+	NP_780648.1	55237240	55239000	methionine--tRNA ligase, mitochondrial precursor
NC_000067.6	Boll	-	NP_001355696.1	55363317	55248808	protein boule-like isoform 4
NC_000067.6	Plcl1	+	NP_001108135.1	55406388	55751463	inactive phospholipase C-like protein 1
NC_000067.6	Hsfy2	-	NP_081937.1	56637374	56636200	heat shock transcription factor, Y-linked
NC_000067.6	Satb2	-	NP_001345509.1	56969819	56796785	DNA-binding protein SATB2
NC_000067.6	1700066M21Rik	+	XP_030099043.1	57377671	57379739	UPF0565 protein C2orf69 homolog isoform X1
NC_000067.6	Tyw5	-	XP_017177819.1	57394088	57388498	tRNA wybutosine-synthesizing protein 5 isoform X1
NC_000067.6	Maip1	+	NP_001074650.1	57406773	57415734	m-AAA protease-interacting protein 1, mitochondrial precursor
NC_000067.6	Spats2l	+	XP_017177612.1	57832100	57946463	SPATS2-like protein isoform X2
NC_000067.6	Kctd18	-	NP_001153337.1	57967687	57956330	BTB/POZ domain-containing protein KCTD18 isoform 2
NC_000067.6	Sgo2a	+	NP_001171338.1	57985364	58024799	shugoshin 2 isoform 2
NC_000067.6	Aox1	+	XP_006495693.1	58030017	58072045	aldehyde oxidase 1 isoform X1
NC_000067.6	Aox3	+	XP_006496348.1	58121029	58200223	aldehyde oxidase 3 isoform X2
NC_000067.6	Aox4	+	NP_076120.2	58210575	58267813	aldehyde oxidase 4
NC_000067.6	Aox2	+	NP_001008419.1	58278419	58376315	aldehyde oxidase 2
NC_000067.6	Bzw1	+	NP_080100.1	58394212	58405066	basic leucine zipper and W2 domain-containing protein 1
NC_000067.6	Clk1	-	NP_001036099.1	58421932	58412199	dual specificity protein kinase CLK1
NC_000067.6	Ppil3	-	NP_081627.1	58444589	58431206	peptidyl-prolyl cis-trans isomerase-like 3 isoform 1
NC_000067.6	Nif3l1	+	NP_075364.2	58447657	58461325	NIF3-like protein 1
NC_000067.6	Orc2	-	NP_001258455.1	58501414	58464206	origin recognition complex subunit 2 isoform A
NC_000067.6	Fam126b	-	NP_766101.3	58558025	58529660	protein FAM126B isoform b
NC_000067.6	Ndufb3	+	NP_079873.1	58591092	58595805	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
NC_000067.6	Flacc1	-	XP_006495676.1	58692411	58658310	flagellum-associated coiled-coil domain-containing protein 1 isoform X1
NC_000067.6	Cflar	+	XP_011236722.1	58726437	58753922	CASP8 and FADD-like apoptosis regulator isoform X1
NC_000067.6	Casp8	+	XP_006495697.1	58804083	58846754	caspase-8 isoform X1
NC_000067.6	Gm28802	-	XP_030099778.1	58892790	58849983	flagellum-associated coiled-coil domain-containing protein 1
NC_000067.6	Trak2	-	XP_006496343.1	58946335	58903506	trafficking kinesin-binding protein 2 isoform X2
NC_000067.6	Stradb	+	NP_766244.4	58977054	58994436	STE20-related kinase adapter protein beta
NC_000067.6	C2cd6	-	NP_080876.1	59094858	58997265	C2 calcium dependent domain containing 6 isoform 1
NC_000067.6	Tmem237	-	XP_006496159.1	59120357	59101139	transmembrane protein 237 isoform X1
NC_000067.6	Mpp4	-	NP_001158154.1	59161512	59121255	MAGUK p55 subfamily member 4 isoform 1
NC_000067.6	Als2	-	NP_082993.4	59220392	59164179	alsin isoform 1
NC_000067.6	Cdk15	+	XP_006496112.1	59256973	59344357	cyclin-dependent kinase 15 isoform X2
NC_000067.6	Fzd7	+	NP_032083.3	59482960	59484678	frizzled-7 precursor
NC_000067.6	Gm973	+	NP_001013793.2	59516432	59634262	uncharacterized protein KIAA2012 homolog isoform 1
NC_000067.6	Sumo1	-	NP_033486.1	59670689	59640202	small ubiquitin-related modifier 1 precursor
NC_000067.6	Nop58	+	XP_006496212.1	59695992	59711321	nucleolar protein 58 isoform X1
