Chromosome	Gene_id	Strand	Protein_id	Start	Stop	Transcript_id	Gene_name
1	ENSG00000142609	-	ENSP00000417061	1990954	1922289	ENST00000493964	CFAP74
1	ENSG00000187730	+	ENSP00000367848	2019424	2030282	ENST00000378585	GABRD
1	ENSG00000067606	+	ENSP00000367830	2050631	2185009	ENST00000378567	PRKCZ
1	ENSG00000162585	-	ENSP00000367808	2194747	2189711	ENST00000378546	FAAP20
1	ENSG00000157933	+	ENSP00000367797	2228767	2306765	ENST00000378536	SKI
1	ENSG00000116151	-	ENSP00000367792	2391531	2321385	ENST00000378531	MORN1
1	ENSG00000157916	+	ENSP00000464222	2395791	2403124	ENST00000488353	RER1
1	ENSG00000157911	-	ENSP00000407922	2412500	2405768	ENST00000447513	PEX10
1	ENSG00000149527	+	ENSP00000367747	2476589	2505213	ENST00000378486	PLCH2
1	ENSG00000157881	-	ENSP00000367727	2526585	2508849	ENST00000378466	PANK4
1	ENSG00000197921	-	ENSP00000367714	2530162	2529471	ENST00000378453	HES5
1	ENSG00000157873	+	ENSP00000347948	2556665	2563273	ENST00000355716	TNFRSF14
1	ENSG00000157870	+	ENSP00000394405	2586886	2589427	ENST00000419916	PRXL2B
1	ENSG00000142606	-	ENSP00000367668	2629482	2590992	ENST00000378412	MMEL1
1	ENSG00000215912	-	ENSP00000383873	2800825	2641370	ENST00000401095	TTC34
1	ENSG00000169717	+	ENSP00000367658	3021687	3022820	ENST00000378404	ACTRT2
1	ENSG00000142611	+	ENSP00000270722	3069260	3433811	ENST00000270722	PRDM16
1	ENSG00000130762	+	ENSP00000367629	3463085	3480587	ENST00000378378	ARHGEF16
1	ENSG00000162591	-	ENSP00000348982	3611266	3490530	ENST00000356575	MEGF6
1	ENSG00000158109	+	ENSP00000367595	3625073	3628603	ENST00000378344	TPRG1L
1	ENSG00000116213	-	ENSP00000270708	3649997	3630977	ENST00000270708	WRAP73
1	ENSG00000078900	+	ENSP00000367545	3682366	3733079	ENST00000378295	TP73
1	ENSG00000162592	+	ENSP00000294600	3752482	3771523	ENST00000294600	CCDC27
1	ENSG00000235169	+	ENSP00000457386	3775374	3775921	ENST00000444870	SMIM1
1	ENSG00000130764	-	ENSP00000367498	3796474	3781090	ENST00000378251	LRRC47
1	ENSG00000116198	-	ENSP00000367476	3852405	3815404	ENST00000378230	CEP104
1	ENSG00000169598	+	ENSP00000367454	3857604	3883741	ENST00000378209	DFFB
1	ENSG00000198912	-	ENSP00000355306	3900184	3889962	ENST00000361605	C1orf174
1	ENSG00000196581	+	ENSP00000367432	4655426	4774499	ENST00000378190	AJAP1
1	ENSG00000131697	-	ENSP00000367398	5986287	5863267	ENST00000378156	NPHP4
1	ENSG00000069424	+	ENSP00000164247	6040569	6098574	ENST00000164247	KCNAB2
1	ENSG00000116254	-	ENSP00000262450	6180021	6106282	ENST00000262450	CHD5
1	ENSG00000285629	-	ENSP00000465763	6197667	6181470	ENST00000484532	AL031847.2
1	ENSG00000116251	-	ENSP00000346088	6199571	6186674	ENST00000234875	RPL22
1	ENSG00000158286	+	ENSP00000367173	6206536	6219407	ENST00000377939	RNF207
1	ENSG00000116237	-	ENSP00000343552	6235909	6225082	ENST00000343813	ICMT
1	ENSG00000173673	+	ENSP00000367130	6244366	6245507	ENST00000377898	HES3
1	ENSG00000158292	-	ENSP00000367125	6254903	6249340	ENST00000377893	GPR153
1	ENSG00000097021	-	ENSP00000367073	6358843	6264599	ENST00000377842	ACOT7
1	ENSG00000069812	-	ENSP00000367065	6419818	6418875	ENST00000377834	HES2
1	ENSG00000187017	+	ENSP00000496593	6424956	6460146	ENST00000645284	ESPN
1	ENSG00000215788	-	ENSP00000349341	6466105	6461436	ENST00000356876	TNFRSF25
1	ENSG00000171680	-	ENSP00000441445	6485441	6467565	ENST00000535355	PLEKHG5
1	ENSG00000162408	-	ENSP00000366934	6554500	6525856	ENST00000377705	NOL9
1	ENSG00000173662	+	ENSP00000331867	6555374	6579584	ENST00000333172	TAS1R1
1	ENSG00000204859	+	ENSP00000366902	6580610	6589212	ENST00000377674	ZBTB48
1	ENSG00000162413	-	ENSP00000366886	6602815	6593367	ENST00000377658	KLHL21
1	ENSG00000116273	+	ENSP00000366876	6614067	6621637	ENST00000377648	PHF13
1	ENSG00000041988	+	ENSP00000054650	6625219	6633077	ENST00000054650	THAP3
1	ENSG00000007923	-	ENSP00000366800	6701798	6635677	ENST00000377577	DNAJC11
1	ENSG00000171735	+	ENSP00000306522	6785531	7766491	ENST00000303635	CAMTA1
1	ENSG00000049245	+	ENSP00000054666	7773442	7779645	ENST00000054666	VAMP3
1	ENSG00000049246	+	ENSP00000366755	7784878	7842755	ENST00000377532	PER3
1	ENSG00000049247	-	ENSP00000355163	7853001	7847768	ENST00000361696	UTS2
1	ENSG00000049249	-	ENSP00000366729	7939992	7920837	ENST00000377507	TNFRSF9
1	ENSG00000116288	+	ENSP00000340278	7962786	7985054	ENST00000338639	PARK7
1	ENSG00000116285	-	ENSP00000366702	8015617	8013212	ENST00000377482	ERRFI1
1	ENSG00000162426	+	ENSP00000418096	8318109	8344013	ENST00000471889	SLC45A1
1	ENSG00000142599	-	ENSP00000338629	8656295	8355089	ENST00000337907	RERE
1	ENSG00000074800	-	ENSP00000234590	8874906	8861362	ENST00000234590	ENO1
1	ENSG00000131686	+	ENSP00000366662	8945887	8974704	ENST00000377443	CA6
1	ENSG00000197241	-	ENSP00000383698	9026343	9003302	ENST00000400906	SLC2A7
1	ENSG00000142583	-	ENSP00000366641	9069534	9037588	ENST00000377424	SLC2A5
1	ENSG00000180758	-	ENSP00000366628	9129025	9104421	ENST00000377411	GPR157
1	ENSG00000049239	+	ENSP00000366620	9244935	9264869	ENST00000377403	H6PD
1	ENSG00000171621	+	ENSP00000350573	9355892	9367575	ENST00000357898	SPSB1
1	ENSG00000171612	+	ENSP00000306328	9539692	9582501	ENST00000302692	SLC25A33
1	ENSG00000188807	+	ENSP00000344503	9588931	9613083	ENST00000340381	TMEM201
1	ENSG00000171608	+	ENSP00000366563	9710456	9727046	ENST00000377346	PIK3CD
1	ENSG00000171603	-	ENSP00000354997	9823731	9730510	ENST00000361311	CLSTN1
1	ENSG00000178585	-	ENSP00000366474	9872062	9850720	ENST00000377263	CTNNBIP1
1	ENSG00000162441	-	ENSP00000383695	9936617	9930401	ENST00000400903	LZIC
1	ENSG00000173614	+	ENSP00000366410	9972074	9982701	ENST00000377205	NMNAT1
1	ENSG00000162444	+	ENSP00000294435	9997259	10015832	ENST00000294435	RBP7
1	ENSG00000130939	+	ENSP00000253251	10033671	10179956	ENST00000253251	UBE4B
1	ENSG00000054523	+	ENSP00000366290	10232329	10376587	ENST00000377086	KIF1B
1	ENSG00000142657	+	ENSP00000270776	10399118	10419749	ENST00000270776	PGD
1	ENSG00000175279	+	ENSP00000308583	10430518	10442405	ENST00000309048	CENPS
1	ENSG00000251503	+	ENSP00000383692	10430518	10451595	ENST00000400900	CENPS-CORT
1	ENSG00000241563	+	ENSP00000366248	10450224	10451595	ENST00000377049	CORT
1	ENSG00000160049	-	ENSP00000366237	10472456	10461492	ENST00000377038	DFFA
1	ENSG00000142655	+	ENSP00000349016	10474967	10629987	ENST00000356607	PEX14
1	ENSG00000130940	-	ENSP00000366221	10693887	10638944	ENST00000377022	CASZ1
1	ENSG00000175262	-	ENSP00000366203	10982035	10947665	ENST00000377004	C1orf127
1	ENSG00000120948	+	ENSP00000491203	11013728	11022654	ENST00000639083	TARDBP
1	ENSG00000277726	+	ENSP00000481867	11013728	11023248	ENST00000614757	AL109811.3
1	ENSG00000009724	-	ENSP00000383690	11047205	11026887	ENST00000400897	MASP2
1	ENSG00000116649	-	ENSP00000366156	11059941	11054867	ENST00000376957	SRM
1	ENSG00000171824	-	ENSP00000366135	11099829	11066720	ENST00000376936	EXOSC10
1	ENSG00000198793	-	ENSP00000354558	11259407	11107487	ENST00000361445	MTOR
1	ENSG00000171819	+	ENSP00000366015	11189580	11195023	ENST00000376819	ANGPTL7
1	ENSG00000120942	+	ENSP00000366006	11273532	11286131	ENST00000376810	UBIAD1
1	ENSG00000204624	+	ENSP00000294484	11500993	11536686	ENST00000294484	DISP3
1	ENSG00000116661	-	ENSP00000346240	11654338	11648696	ENST00000354287	FBXO2
1	ENSG00000132879	+	ENSP00000251547	11655836	11661273	ENST00000251547	FBXO44
1	ENSG00000116663	+	ENSP00000365944	11668659	11673851	ENST00000376753	FBXO6
1	ENSG00000116670	-	ENSP00000365882	11680599	11674777	ENST00000376692	MAD2L2
1	ENSG00000162490	+	ENSP00000294485	11706259	11719696	ENST00000294485	DRAXIN
1	ENSG00000177674	+	ENSP00000319713	11736209	11750192	ENST00000314340	AGTRAP
1	ENSG00000215910	+	ENSP00000414909	11761787	11789446	ENST00000433342	C1orf167
1	ENSG00000177000	-	ENSP00000365775	11803114	11790682	ENST00000376590	MTHFR
1	ENSG00000011021	+	ENSP00000234488	11806263	11840223	ENST00000346436	CLCN6
1	ENSG00000175206	-	ENSP00000365663	11847682	11846011	ENST00000376480	NPPA
1	ENSG00000120937	-	ENSP00000365651	11858831	11857657	ENST00000376468	NPPB
1	ENSG00000116685	-	ENSP00000480577	11926235	11920317	ENST00000616327	KIAA2013
1	ENSG00000083444	+	ENSP00000196061	11934780	11974808	ENST00000196061	PLOD1
1	ENSG00000116688	+	ENSP00000235329	11989169	12011565	ENST00000235329	MFN2
1	ENSG00000116691	+	ENSP00000235332	12021727	12031808	ENST00000235332	MIIP
1	ENSG00000120949	+	ENSP00000263932	12063599	12142531	ENST00000263932	TNFRSF8
1	ENSG00000028137	+	ENSP00000365435	12167092	12207020	ENST00000376259	TNFRSF1B
1	ENSG00000048707	+	ENSP00000482233	12234267	12509024	ENST00000613099	VPS13D
1	ENSG00000162496	-	ENSP00000480439	12617346	12568342	ENST00000616661	DHRS3
1	ENSG00000204518	+	ENSP00000365395	12644547	12666735	ENST00000376221	AADACL4
1	ENSG00000188984	+	ENSP00000352268	12716177	12725996	ENST00000359318	AADACL3
1	ENSG00000157330	+	ENSP00000477802	12746431	12760951	ENST00000614859	C1orf158
1	ENSG00000116726	+	ENSP00000350358	12774868	12777599	ENST00000357726	PRAMEF12
1	ENSG00000116721	+	ENSP00000332134	12793228	12795996	ENST00000332296	PRAMEF1
1	ENSG00000239810	-	ENSP00000480027	12828787	12824944	ENST00000619922	PRAMEF11
1	ENSG00000179172	-	ENSP00000365370	12848287	12847410	ENST00000317869	HNRNPCL1
1	ENSG00000120952	+	ENSP00000240189	12859010	12861779	ENST00000240189	PRAMEF2
1	ENSG00000243073	-	ENSP00000235349	12883392	12879546	ENST00000235349	PRAMEF4
1	ENSG00000187545	-	ENSP00000235347	12895845	12892918	ENST00000235347	PRAMEF10
1	ENSG00000204510	+	ENSP00000328915	12917693	12920413	ENST00000330881	PRAMEF7
1	ENSG00000232423	-	ENSP00000365360	12942516	12938677	ENST00000376189	PRAMEF6
1	ENSG00000274764	-	ENSP00000393136	13053657	13049810	ENST00000436041	PRAMEF27
1	ENSG00000277058	+	ENSP00000478017	13061325	13062206	ENST00000617807	HNRNPCL3
1	ENSG00000229571	+	ENSP00000481683	13073694	13077552	ENST00000614839	PRAMEF25
1	ENSG00000275774	-	ENSP00000479203	13116398	13115521	ENST00000621994	HNRNPCL2
1	ENSG00000280267	-	ENSP00000485656	13153093	13149239	ENST00000624207	PRAMEF26
1	ENSG00000179412	-	ENSP00000485450	13165465	13164588	ENST00000323770	HNRNPCL4
1	ENSG00000204505	+	ENSP00000485258	13175281	13179132	ENST00000415919	PRAMEF9
1	ENSG00000279169	-	ENSP00000491259	13199587	13196825	ENST00000625019	PRAMEF13
1	ENSG00000279804	-	ENSP00000485473	13226104	13223334	ENST00000624297	PRAMEF18
1	ENSG00000270601	+	ENSP00000480122	13259269	13263111	ENST00000622421	PRAMEF5
1	ENSG00000182330	-	ENSP00000484204	13284089	13281373	ENST00000614831	PRAMEF8
1	ENSG00000237700	+	ENSP00000492439	13305955	13308887	ENST00000437300	PRAMEF33
1	ENSG00000204501	+	ENSP00000365322	13318408	13322264	ENST00000376152	PRAMEF15
1	ENSG00000204481	-	ENSP00000334410	13345312	13342530	ENST00000334600	PRAMEF14
1	ENSG00000204480	-	ENSP00000365269	13371898	13369069	ENST00000376101	PRAMEF19
1	ENSG00000204479	+	ENSP00000365266	13389658	13392502	ENST00000376098	PRAMEF17
1	ENSG00000204478	+	ENSP00000473584	13416355	13421258	ENST00000602960	PRAMEF20
1	ENSG00000162494	-	ENSP00000365253	13513591	13475848	ENST00000376085	LRRC38
1	ENSG00000162493	+	ENSP00000479591	13583806	13615911	ENST00000617617	PDPN
1	ENSG00000116731	+	ENSP00000235372	13715606	13816547	ENST00000235372	PRDM2
1	ENSG00000189337	+	ENSP00000490958	13893666	15114635	ENST00000636203	KAZN
1	ENSG00000171729	+	ENSP00000394899	15215088	15219743	ENST00000428417	TMEM51
1	ENSG00000142621	+	ENSP00000351770	15251785	15397413	ENST00000358897	FHAD1
1	ENSG00000142634	+	ENSP00000365147	15409972	15428724	ENST00000375980	EFHD2
1	ENSG00000162438	+	ENSP00000365116	15438465	15446589	ENST00000375949	CTRC
1	ENSG00000142615	+	ENSP00000352639	15456754	15472007	ENST00000359621	CELA2A
1	ENSG00000215704	+	ENSP00000365075	15476126	15491312	ENST00000375910	CELA2B
1	ENSG00000132906	-	ENSP00000330237	15524198	15492945	ENST00000333868	CASP9
1	ENSG00000116138	+	ENSP00000365007	15529106	15568177	ENST00000375847	DNAJC16
1	ENSG00000116771	-	ENSP00000364986	15584965	15573653	ENST00000375826	AGMAT
1	ENSG00000197312	+	ENSP00000417748	15617671	15656633	ENST00000480945	DDI2
1	ENSG00000215695	+	ENSP00000341963	15659869	15661722	ENST00000345034	RSC1A1
1	ENSG00000116786	+	ENSP00000364956	15684559	15733934	ENST00000375799	PLEKHM2
1	ENSG00000162461	+	ENSP00000294454	15736486	15739406	ENST00000294454	SLC25A34
1	ENSG00000162460	+	ENSP00000364938	15742560	15747632	ENST00000375782	TMEM82
1	ENSG00000162458	+	ENSP00000364921	15764984	15784661	ENST00000375766	FBLIM1
1	ENSG00000233954	-	ENSP00000485401	15807647	15807376	ENST00000483273	UQCRHL
1	ENSG00000065526	+	ENSP00000364912	15848068	15939427	ENST00000375759	SPEN
1	ENSG00000116809	-	ENSP00000364895	15948493	15941971	ENST00000375743	ZBTB17
1	ENSG00000183888	+	ENSP00000332162	16004304	16006346	ENST00000329454	SRARP
1	ENSG00000173641	-	ENSP00000310111	16017961	16015582	ENST00000311890	HSPB7
1	ENSG00000186510	+	ENSP00000332771	16022620	16033658	ENST00000331433	CLCNKA
1	ENSG00000184908	+	ENSP00000364831	16044493	16056916	ENST00000375679	CLCNKB
1	ENSG00000185519	-	ENSP00000364814	16073440	16058439	ENST00000375662	FAM131C
1	ENSG00000142627	-	ENSP00000351209	16155930	16125217	ENST00000358432	EPHA2
1	ENSG00000142632	-	ENSP00000270747	16209052	16198589	ENST00000270747	ARHGEF19
1	ENSG00000132881	-	ENSP00000364749	16236740	16232050	ENST00000375599	CPLANE2
1	ENSG00000037637	-	ENSP00000364742	16315416	16250672	ENST00000375592	FBXO42
1	ENSG00000055070	+	ENSP00000383866	16367258	16395140	ENST00000401088	SZRD1
1	ENSG00000187144	-	ENSP00000440046	16410850	16398767	ENST00000540400	SPATA21
1	ENSG00000157191	+	ENSP00000338746	16440762	16458890	ENST00000337132	NECAP2
1	ENSG00000219481	-	ENSP00000474456	16592019	16563945	ENST00000430580	NBPF1
1	ENSG00000058453	+	ENSP00000364691	16922019	16972446	ENST00000375541	CROCC
1	ENSG00000117122	-	ENSP00000364685	16978271	16974922	ENST00000375535	MFAP2
1	ENSG00000159363	-	ENSP00000413307	17011736	16986223	ENST00000452699	ATP13A2
1	ENSG00000117118	-	ENSP00000364649	17054017	17018883	ENST00000375499	SDHB
1	ENSG00000117115	-	ENSP00000364635	17119369	17069046	ENST00000375486	PADI2
1	ENSG00000142623	+	ENSP00000364620	17205218	17244243	ENST00000375471	PADI1
1	ENSG00000142619	+	ENSP00000364609	17249138	17283079	ENST00000375460	PADI3
1	ENSG00000159339	+	ENSP00000364597	17308223	17363755	ENST00000375448	PADI4
1	ENSG00000276747	+	ENSP00000483125	17372246	17401438	ENST00000619609	PADI6
1	ENSG00000179051	-	ENSP00000364585	17438512	17409092	ENST00000375436	RCC2
1	ENSG00000074964	+	ENSP00000364564	17580596	17697380	ENST00000375415	ARHGEF10L
1	ENSG00000117148	+	ENSP00000364555	17823009	17826519	ENST00000375406	ACTL8
1	ENSG00000117154	+	ENSP00000251296	18108129	18378326	ENST00000251296	IGSF21
1	ENSG00000179023	+	ENSP00000383505	18480982	18483315	ENST00000400664	KLHDC7A
1	ENSG00000009709	+	ENSP00000403389	18631604	18744929	ENST00000420770	PAX7
1	ENSG00000179002	-	ENSP00000364520	18859658	18839601	ENST00000375371	TAS1R2
1	ENSG00000159423	-	ENSP00000290597	18902521	18872847	ENST00000290597	ALDH4A1
1	ENSG00000169991	-	ENSP00000387941	18956330	18908563	ENST00000455833	IFFO2
1	ENSG00000127481	-	ENSP00000364403	19210246	19074834	ENST00000375254	UBR4
1	ENSG00000127463	-	ENSP00000420608	19251507	19219305	ENST00000477853	EMC1
1	ENSG00000053372	+	ENSP00000364320	19251836	19258830	ENST00000330263	MRTO4
1	ENSG00000211454	-	ENSP00000406430	19274072	19267302	ENST00000420396	AKR7L
1	ENSG00000162482	-	ENSP00000355377	19288707	19282733	ENST00000361640	AKR7A3
1	ENSG00000053371	-	ENSP00000235835	19312122	19304227	ENST00000235835	AKR7A2
1	ENSG00000040487	+	ENSP00000364295	19317678	19328643	ENST00000375153	SLC66A1
1	ENSG00000077549	-	ENSP00000264202	19485436	19339532	ENST00000264202	CAPZB
1	ENSG00000173436	+	ENSP00000325562	19597046	19626401	ENST00000322753	MICOS10
1	ENSG00000270136	+	ENSP00000473550	19655031	19626401	ENST00000602384	MICOS10-NBL1
1	ENSG00000158747	+	ENSP00000364278	19655031	19657129	ENST00000375136	NBL1
1	ENSG00000158748	+	ENSP00000289753	19665754	19679368	ENST00000289753	HTR6
1	ENSG00000162542	-	ENSP00000294543	19780756	19683042	ENST00000294543	TMCO4
1	ENSG00000178828	-	ENSP00000364263	19815099	19814420	ENST00000375121	RNF186
1	ENSG00000169914	+	ENSP00000364261	19882514	19907746	ENST00000375120	OTUD3
1	ENSG00000188784	-	ENSP00000364257	19923557	19920309	ENST00000375116	PLA2G2E
1	ENSG00000188257	-	ENSP00000364252	19978771	19975703	ENST00000375111	PLA2G2A
1	ENSG00000127472	+	ENSP00000364249	20084831	20090692	ENST00000375108	PLA2G5
1	ENSG00000117215	-	ENSP00000364246	20119496	20114116	ENST00000375105	PLA2G2D
1	ENSG00000158786	+	ENSP00000364243	20139428	20148401	ENST00000375102	PLA2G2F
1	ENSG00000187980	-	ENSP00000389335	20177361	20163993	ENST00000429261	PLA2G2C
1	ENSG00000162543	+	ENSP00000364240	20190562	20191404	ENST00000375099	UBXN10
1	ENSG00000158816	+	ENSP00000289815	20310602	20354263	ENST00000289815	VWA5B1
1	ENSG00000162545	-	ENSP00000364219	20485377	20483651	ENST00000375078	CAMK2N1
1	ENSG00000090432	-	ENSP00000264198	20508022	20500692	ENST00000264198	MUL1
1	ENSG00000183114	+	ENSP00000331397	20552974	20553963	ENST00000332947	FAM43B
1	ENSG00000158825	+	ENSP00000364212	20589130	20618568	ENST00000375071	CDA
1	ENSG00000158828	+	ENSP00000364204	20633549	20650691	ENST00000321556	PINK1
1	ENSG00000244038	-	ENSP00000473655	20661348	20652381	ENST00000602624	DDOST
1	ENSG00000117245	-	ENSP00000247986	20717704	20664586	ENST00000247986	KIF17
1	ENSG00000189410	-	ENSP00000406026	20728042	20721794	ENST00000444387	SH2D5
1	ENSG00000127483	-	ENSP00000403039	20780438	20744799	ENST00000438032	HP1BP3
1	ENSG00000075151	-	ENSP00000489051	20780438	20807321	ENST00000634879	EIF4G3
1	ENSG00000117298	-	ENSP00000405088	21345376	21219957	ENST00000415912	ECE1
1	ENSG00000142794	+	ENSP00000316782	21445087	21483386	ENST00000318249	NBPF3
1	ENSG00000162551	+	ENSP00000363973	21554082	21577648	ENST00000374840	ALPL
1	ENSG00000076864	-	ENSP00000434033	21651820	21597722	ENST00000495204	RAP1GAP
1	ENSG00000090686	-	ENSP00000309262	21782955	21679419	ENST00000308271	USP48
1	ENSG00000187942	+	ENSP00000444097	21812452	21822215	ENST00000543870	LDLRAD2
1	ENSG00000142798	-	ENSP00000363827	21937215	21823318	ENST00000374695	HSPG2
1	ENSG00000219073	+	ENSP00000338369	21977040	21989279	ENST00000337107	CELA3B
1	ENSG00000142789	+	ENSP00000290122	22001675	22012467	ENST00000290122	CELA3A
1	ENSG00000070831	+	ENSP00000383118	22078479	22091517	ENST00000400259	CDC42
1	ENSG00000162552	-	ENSP00000290167	22142920	22120052	ENST00000290167	WNT4
1	ENSG00000184677	+	ENSP00000364798	22489949	22526396	ENST00000375647	ZBTB40
1	ENSG00000070886	+	ENSP00000166244	22563636	22601741	ENST00000166244	EPHA8
1	ENSG00000173372	+	ENSP00000385564	22637617	22639407	ENST00000402322	C1QA
1	ENSG00000159189	+	ENSP00000363768	22644024	22647783	ENST00000374637	C1QC
1	ENSG00000173369	+	ENSP00000313967	22659457	22661386	ENST00000314933	C1QB
1	ENSG00000133216	+	ENSP00000363763	22710983	22913570	ENST00000374632	EPHB2
1	ENSG00000215906	-	ENSP00000402297	22965336	22953045	ENST00000426928	LACTBL1
1	ENSG00000227868	-	ENSP00000457161	23014045	23010903	ENST00000566855	TEX46
1	ENSG00000004487	+	ENSP00000383042	23019597	23083364	ENST00000400181	KDM1A
1	ENSG00000169641	-	ENSP00000303758	23094259	23088897	ENST00000302291	LUZP1
1	ENSG00000179546	-	ENSP00000363748	23194217	23193088	ENST00000374619	HTR1D
1	ENSG00000125944	-	ENSP00000363741	23341006	23310456	ENST00000374612	HNRNPR
1	ENSG00000125945	-	ENSP00000313582	23368003	23361971	ENST00000314011	ZNF436
1	ENSG00000204219	-	ENSP00000406293	23424631	23381468	ENST00000450454	TCEA3
1	ENSG00000088280	-	ENSP00000338769	23484131	23429858	ENST00000336689	ASAP3
1	ENSG00000007968	-	ENSP00000355249	23530791	23509882	ENST00000361729	E2F2
1	ENSG00000117318	-	ENSP00000363689	23559424	23558962	ENST00000374561	ID3
1	ENSG00000142676	+	ENSP00000363676	23691824	23696373	ENST00000374550	RPL11
1	ENSG00000011007	+	ENSP00000484196	23743426	23759573	ENST00000613537	ELOA
1	ENSG00000057757	+	ENSP00000246151	23778516	23787376	ENST00000246151	PITHD1
1	ENSG00000011009	+	ENSP00000363638	23792683	23794732	ENST00000374514	LYPLA2
1	ENSG00000117308	-	ENSP00000363621	23799005	23795951	ENST00000374497	GALE
1	ENSG00000117305	-	ENSP00000363614	23825413	23802465	ENST00000374490	HMGCL
1	ENSG00000179163	-	ENSP00000363603	23868284	23845717	ENST00000374479	FUCA1
1	ENSG00000188822	-	ENSP00000363596	23875615	23874537	ENST00000374472	CNR2
1	ENSG00000189266	+	ENSP00000363592	23961458	23961877	ENST00000374468	PNRC2
1	ENSG00000188529	-	ENSP00000420195	23980253	23971144	ENST00000492112	SRSF10
