Gene 1	Gene 2	id %	som %	E-value
SRAPL (XP_025007772.1)	LOC112530909 (XP_025001283.1)	43%	63%	2e-15
LOC418544 (XP_015156382.1)	CBS (XP_015156364.1)	71%	84%	0.0
GPR82 (XP_004934660.1)	GPR34 (XP_015157057.1)	24%	44%	2e-26
LOC112531281 (XP_025002023.1)	LOC112532742 (XP_025007829.1)	95%	95%	2e-179
TMEM27 (XP_416821.4)	ACE2 (XP_416822.2)	45%	68%	3e-40
ASB11 (XP_015128833.1)	ASB9 (XP_015128709.1)	59%	72%	6e-104
LOC107049118 (XP_025007906.1)	LOC107056965 (XP_025007907.1)	87%	89%	0.0
XG (XP_015133218.1)	CD99 (XP_015133181.1)	31%	43%	2e-11
RGNL (XP_015133232.1)	RGN (NP_990060.1)	70%	82%	5e-152
NIPA2 (XP_015133193.1)	NIPA1 (XP_015133252.1)	42%	65%	2e-86
GABRG3 (XP_025002405.1)	GABRA5 (XP_004938526.1)	53%	67%	2e-58
SLC9A4 (NP_001244184.1)	SLC9A2 (NP_001272864.1)	66%	81%	0.0
LOC112531518 (XP_025002457.1)	LOC107055587 (XP_025008415.1)	99%	99%	0.0
OXGR1 (XP_425594.1)	OXGR1L (XP_425595.1)	63%	77%	6e-144
GPC6 (XP_015130158.1)	GPC5 (XP_025002526.1)	26%	49%	7e-60
SLITRK6 (XP_003640598.1)	SLITRK1 (XP_015130070.1)	41%	60%	1e-162
NEK5 (XP_015131520.1)	NEK3 (XP_015131511.1)	55%	72%	3e-71
N4BP2L2 (XP_015133382.1)	N4BP2L1 (XP_417110.2)	56%	70%	2e-46
PDX1 (XP_001234636.2)	GSX1 (XP_015135226.1)	53%	68%	3e-26
NAALAD2 (XP_004938937.1)	FOLH1 (XP_417205.3)	73%	84%	0.0
LOC101748650 (XP_015136359.2)	THRSP (NP_998742.1)	70%	79%	3e-68
ART1 (NP_001029998.1)	ART7B (NP_001107976.1)	74%	82%	2e-145
ART7C (XP_004939002.1)	MADPRT1 (NP_001028818.1)	69%	78%	5e-141
MOGAT2 (XP_004939048.1)	DGAT2 (XP_419374.3)	46%	68%	3e-114
OR52L1 (XP_015136434.1)	OLFR52I1L (XP_004939036.1)	51%	72%	1e-112
LOC107052478 (XP_015136597.2)	LOC101749138 (XP_025003147.1)	37%	48%	1e-118
LOC420368 (XP_418473.2)	GIMAP1 (XP_015136595.1)	42%	64%	7e-45
LOC101748312 (XP_025003157.1)	ZNF746 (XP_015136672.1)	30%	41%	1e-14
ZNF767 (XP_015136544.1)	LOC107052489 (XP_015136659.1)	47%	63%	2e-61
LOC112531692 (XP_025003159.1)	ZNF398L (XP_025003156.1)	40%	53%	4e-133
GHRHR (NP_001032923.1)	ADCYAP1R1 (XP_015136554.1)	41%	54%	1e-113
ABCB1LA (XP_025004168.1)	ABCB1 (XP_025002804.1)	70%	82%	0.0
STEAP1 (XP_015137455.1)	STEAP2 (XP_004939332.1)	54%	74%	5e-109
AGR2 (XP_418698.1)	AGR3 (XP_025002957.1)	64%	81%	1e-83
TWIST1 (NP_990070.1)	FERD3L (XP_425989.1)	53%	72%	3e-16
UBE2E2 (XP_015137285.1)	UBE2E1 (XP_015137280.1)	85%	87%	2e-99
CMTM8 (XP_025002977.1)	CMTM7 (NP_001007895.1)	28%	50%	1e-10
TARP (XP_025003123.1)	LOC107055936 (XP_015156505.2)	33%	52%	1e-14
LOC420807 (XP_418900.1)	LOC420808 (XP_004935138.1)	69%	86%	5e-175
TUBB2B (NP_001004400.1)	TUBB2A (XP_001231210.4)	99%	99%	0.0
CDH12 (XP_025003454.1)	CDH18 (XP_015137700.1)	59%	73%	0.0
FAM105B (XP_015137714.2)	FAM105A (XP_015137705.1)	42%	59%	9e-67
CMBLL (XP_004935177.2)	CMBL (XP_025003484.1)	54%	69%	2e-83
EPB41L4B (XP_015137831.1)	PTPN3 (XP_419047.4)	32%	52%	3e-54
SLC6A19 (XP_419056.1)	SLC6A18 (XP_003640835.1)	57%	76%	0.0
IRX4 (XP_015137809.1)	IRX2 (XP_015137852.1)	42%	53%	1e-44
CNDP1 (XP_015137915.1)	CNDP2 (NP_001006385.1)	53%	70%	3e-179
MYL12B (XP_001233329.2)	MYL12A (NP_990672.1)	99%	100%	2e-131
HRH4 (XP_001232311.2)	HRH3L (XP_015133472.1)	82%	90%	0.0
CDH2 (XP_025002848.1)	DSC1 (XP_015138083.1)	31%	48%	5e-109
DSG4 (XP_015138085.1)	DSG2 (XP_025003680.1)	51%	65%	9e-164
TTR (NP_001268427.1)	LOC112531842 (XP_025003681.1)	64%	82%	2e-69
SDR16C5 (NP_001026193.1)	ERD2L (XP_015138173.1)	50%	71%	5e-112
PI15 (NP_989665.1)	CRISPLD1 (NP_989985.2)	57%	72%	9e-102
LOC107049563 (XP_025003778.1)	LOC107050168 (XP_025003780.1)	99%	99%	4e-167
PMP2 (NP_001186405.1)	FABP4 (NP_989621.1)	69%	88%	2e-74
PSCA (XP_418414.2)	LOC101747868 (XP_004940135.1)	31%	44%	4e-14
LOC100857710 (XP_025003976.1)	LOC107052820 (XP_015138697.1)	98%	99%	6e-71
LOC112531917 (XP_025004001.1)	LOC112531916 (XP_025003998.1)	94%	96%	2e-80
EPPKL (XP_004950978.2)	LOC107050437 (XP_025003527.1)	51%	67%	2e-148
LOC112531812 (XP_025003530.1)	LOC107051082 (XP_025004009.1)	32%	45%	2e-18
GZF1 (XP_025004406.1)	LOC421232 (NP_001336667.1)	55%	68%	2e-114
CD93 (NP_001186380.1)	THBD (XP_004940194.1)	28%	40%	1e-49
NKX2-2 (XP_015138865.1)	NKX2-4 (XP_015138916.1)	70%	77%	7e-46
FSHR (XP_025004312.1)	LHCGR (NP_990267.1)	56%	72%	0.0
BDH1 (XP_004935295.2)	LOC101747958 (XP_004935292.1)	31%	44%	9e-09
PLCB4 (XP_025004370.1)	PLCB1 (XP_025005027.1)	41%	59%	0.0
RHOU (XP_015139878.1)	RAB4A (XP_419573.1)	27%	46%	6e-16
SULT6B1L (XP_419601.2)	SULT (XP_025004311.1)	56%	75%	1e-122
PLGL (XP_426150.3)	PLG (XP_419618.2)	61%	75%	0.0
PERP2 (NP_001264633.1)	PERP1 (NP_001264632.1)	72%	84%	2e-105
ENPP1 (XP_004940275.3)	ENPP3 (XP_003641087.3)	56%	71%	0.0
FAM26E (NP_001072960.1)	FAM26F (XP_419776.1)	39%	58%	1e-69
POPDC3 (NP_990028.1)	BVES (NP_001001299.2)	32%	54%	4e-50
GABRR2 (XP_015140188.1)	GABRR1 (XP_426190.2)	63%	73%	0.0
WDCP (XP_015140464.1)	WDCPL (XP_025005110.1)	61%	76%	0.0
C3H8ORF80 (XP_015140702.1)	NUGGC (XP_004935904.1)	42%	64%	0.0
AvBD10 (NP_001001609.1)	AvBD9 (NP_001001611.1)	44%	50%	4e-15
AvBD7 (NP_001001194.1)	AvBD6 (NP_001001193.1)	67%	78%	3e-21
AvBD1 (NP_990324.1)	AvBD3 (NP_989981.1)	44%	56%	1e-09
AvBD5 (NP_001001608.2)	AvBD4 (NP_001001610.1)	33%	46%	2e-11
TFAP2B (XP_015140571.1)	TFAP2D (XP_015140640.1)	53%	65%	2e-122
CRISP2 (XP_004935970.1)	LOC428667 (XP_025005035.1)	52%	71%	2e-88
CYP2AC1 (NP_001316427.1)	CYP2AC2 (XP_015140660.1)	67%	82%	0.0
LOC112532287 (XP_025005678.1)	LOC112532446 (XP_025006290.1)	60%	65%	1e-40
GPR83L (NP_001305346.1)	LOC100859173 (XP_003641178.2)	64%	81%	1e-165
LOC428702 (XP_015133894.1)	GJB1 (XP_025005237.1)	42%	62%	8e-74
GPC4 (XP_015133935.1)	GPC3 (XP_025006018.1)	29%	49%	5e-58
GABRA3 (XP_015134021.1)	GABRE (NP_990576.1)	45%	61%	3e-125
CETN2 (NP_001264569.1)	LOC422304 (XP_004940818.1)	47%	59%	1e-47
KLF8 (XP_025006241.1)	LOC101749773 (XP_015134054.1)	81%	88%	3e-47
HOXCDX1L (XP_420293.3)	CDX4 (NP_989945.1)	83%	89%	4e-167
SLC25A5 (XP_004940900.2)	SLC25A43 (XP_420343.2)	26%	45%	2e-28
MTMR1 (XP_025006246.1)	MTM1 (XP_420357.2)	62%	79%	0.0
TLR2A (XP_025005233.1)	TLR2B (NP_001155122.1)	77%	83%	0.0
FGA (NP_001258840.1)	FGG (NP_990320.2)	44%	57%	4e-59
GUCY1A3 (XP_420375.1)	GUCY1B3 (XP_015140831.1)	37%	55%	3e-97
LOC107056283 (XP_015156825.2)	LOC100857117 (XP_015132196.2)	99%	99%	0.0
CLDN22 (XP_015132032.1)	LOC100858925 (XP_004941123.1)	59%	72%	1e-76
GALNTL6 (XP_420520.2)	GALNT7 (XP_015132026.1)	41%	59%	5e-134
HSD17B11L (XP_426310.2)	HSD17B11 (XP_420547.1)	91%	94%	0.0
HNRNPDL (XP_015131753.1)	HNRNPD (XP_025005414.1)	64%	77%	1e-116
PLAC8L1 (XP_025005526.1)	PLACL2 (XP_004941179.1)	58%	69%	4e-44
AGPAT9L (XP_015131963.1)	GPAT3 (NP_001026316.1)	67%	85%	0.0
ALB (XP_025005298.1)	AFP (XP_015131885.1)	46%	66%	2e-53
TMPRSS11D (XP_015131880.1)	TMPRSS11F (XP_025006030.1)	49%	66%	4e-149
EXOC1 (XP_015141028.1)	EXOC1L (XP_015141027.1)	33%	54%	5e-24
KIT (XP_025005236.1)	PDGFRA (XP_015140900.1)	36%	52%	7e-177
TEC (XP_015140908.1)	TXK (XP_004936109.1)	65%	80%	0.0
TLR1B (XP_025005535.1)	TLR1A (XP_025005511.1)	80%	87%	0.0
FGFBP2 (XP_015141212.1)	FGFBP1 (XP_420773.1)	26%	44%	4e-19
CD38 (NP_001188317.1)	BST1 (XP_015141240.1)	39%	61%	1e-81
SOHO-1 (NP_990717.1)	HMX1 (NP_990864.2)	55%	66%	1e-39
LOC422894 (NP_001280102.1)	LOC422895 (XP_420837.2)	62%	73%	2e-40
LOC422901 (XP_015141480.2)	SLBP (NP_001004403.1)	51%	59%	1e-55
OXT (XP_025006114.1)	AVP (NP_990516.1)	61%	78%	4e-52
NOTO (NP_990685.1)	GNOT2 (NP_990529.1)	53%	62%	4e-36
LOC107056410 (XP_015156930.1)	GIF (XP_001233885.3)	88%	91%	1e-68
CD6 (XP_015141613.2)	CD5 (NP_990252.1)	27%	37%	1e-17
PGA5 (XP_025006353.1)	LOC100857834 (XP_015141610.2)	53%	69%	9e-141
LOC107053361 (XP_015141795.1)	OR8U1 (NP_001026347.1)	49%	65%	8e-109
TSG101 (XP_015142069.1)	UEVLD (NP_001264353.1)	53%	72%	2e-55
CD81 (NP_001025510.2)	TSPAN32 (XP_015142169.1)	24%	49%	3e-07
INS-IGF2 (XP_015142065.1)	IGF2 (XP_015142011.1)	34%	47%	6e-14
LOC107053414 (XP_025006866.1)	MUC (XP_025006867.1)	31%	69%	3e-08
LOC112532513 (XP_025006885.1)	LOC112529937 (XP_025006886.1)	53%	62%	5e-20
LOC768687 (XP_025006749.1)	LOC101750540 (XP_025006887.1)	91%	96%	1e-33
CD82 (NP_001008470.1)	TSPAN18 (NP_990132.1)	29%	49%	2e-34
ACOT2L (XP_004941726.1)	ACOT4 (XP_003641440.1)	44%	64%	8e-127
BDKRB2 (XP_015143038.1)	BDKRB1 (XP_015143054.1)	37%	58%	8e-73
EXOC3L4 (XP_421382.4)	TNFAIP2 (XP_015143422.1)	24%	44%	6e-38
INF2 (XP_015143338.1)	LOC107049162 (XP_015143423.2)	54%	68%	1e-30
CDCA4L (XP_025006654.1)	CDCA4 (XP_015142973.1)	31%	49%	3e-25
LOC107053594 (XP_015143427.2)	LOC101748830 (XP_004949930.2)	99%	99%	0.0
SIX4 (XP_003641490.2)	SIX1 (NP_001038150.1)	70%	80%	3e-92
ACTR10 (NP_001006492.1)	ACTR10L (XP_003641470.1)	95%	98%	0.0
KLHDC1 (XP_421458.1)	KLHDC2 (XP_015132219.2)	46%	63%	4e-122
CDKL1 (XP_421464.3)	MAP4K5 (XP_015132227.1)	31%	52%	3e-30
PTGDR (XP_015132257.1)	PTGER2 (NP_001076834.1)	43%	54%	2e-67
LRIT1 (XP_025007687.1)	LRIT2 (XP_015143525.1)	33%	47%	8e-56
RNASE6 (NP_990590.1)	RSFR (NP_001007943.1)	84%	91%	8e-92
LIPML3 (XP_015134182.1)	LIPML2 (XP_015134186.1)	46%	65%	1e-136
DDX21 (XP_001232052.1)	LOC423693 (XP_015134204.1)	67%	79%	0.0
HKDC1 (XP_421579.2)	HK1 (XP_015134153.1)	75%	87%	0.0
LOC423719 (XP_025007473.1)	PSAP (XP_015143679.1)	39%	60%	2e-138
H2AFY2 (XP_015143696.1)	LOC112532616 (XP_025007492.1)	99%	99%	8e-140
RP11-400G3.5 (XP_015144012.1)	CYP2C45 (NP_001001752.1)	99%	99%	0.0
CYP2C23b (NP_001001757.1)	CYP2C23a (NP_001001616.1)	92%	96%	0.0
LOC100858647 (XP_003641562.1)	MSMB (XP_004942175.2)	40%	56%	4e-25
GDF2 (NP_990763.1)	GDF10 (XP_421648.3)	37%	58%	2e-22
CYP26A1 (XP_015144084.1)	CYP26C1 (XP_015144331.1)	35%	46%	1e-80
LOC112532717 (XP_025007750.1)	CUZD1 (XP_015144377.2)	39%	58%	2e-47
HMX3 (XP_025007412.1)	HMX2 (XP_025007794.1)	64%	79%	3e-49
LOC112532818 (XP_025008372.1)	TWIST2 (XP_015144599.1)	45%	56%	3e-16
AHR2 (XP_015144732.1)	AHR1B (XP_025007832.1)	45%	62%	1e-123
COL6A1 (NP_990438.1)	COL6A2 (XP_015144623.1)	40%	50%	5e-95
STAT1 (XP_025007929.1)	STAT4 (XP_015144934.1)	56%	75%	0.0
AOX1 (XP_015144903.1)	AOX2 (XP_025007947.1)	63%	77%	0.0
SESTD1 (XP_015145050.1)	CCDC141 (XP_025008292.1)	24%	48%	5e-06
CCDC173L (XP_004942810.1)	CCDC173 (XP_015145186.1)	62%	79%	3e-72
SCN9A (XP_025007909.1)	SCN1A (XP_025008418.1)	76%	83%	0.0
PLA2R1 (NP_996866.1)	LY75 (NP_001032925.1)	37%	53%	0.0
TUBA4B (XP_015145579.2)	TUBA4A (XP_003641692.3)	98%	99%	0.0
WNT10A (NP_001006590.1)	WNT6 (XP_015145267.1)	37%	52%	9e-83
GYPC (NP_001004407.1)	CNTNAP5 (XP_015145307.1)	33%	64%	1e-10
PTPN4 (XP_025008191.1)	EPB41L5 (XP_015145518.1)	38%	59%	8e-85
MUC13 (XP_025008336.1)	HEG1 (XP_015145449.1)	24%	42%	7e-21
PARP14 (XP_025008460.1)	DTX3L (XP_422114.4)	50%	59%	2e-09
LOC771456 (XP_025008035.1)	HNMT (NP_001264802.1)	49%	68%	5e-103
LYPD6B (XP_015145360.1)	LYPD6 (XP_015145356.1)	42%	56%	8e-42
RBM43 (XP_025008338.1)	NMI (XP_025008448.1)	33%	61%	5e-10
LOC107049923 (XP_025009007.1)	LOC112532910 (XP_025008928.1)	63%	69%	4e-88
CRIP1 (NP_001269232.1)	CRIP2 (XP_015145893.1)	74%	82%	3e-40
FMO5 (XP_015145903.1)	DM5L (XP_003641721.3)	80%	88%	0.0
RGS8 (XP_025008990.1)	RGS16 (NP_001264473.1)	53%	68%	5e-64
LAMC1 (XP_001234659.2)	LAMC2 (XP_004943325.1)	53%	65%	0.0
LRRC8C (XP_015146148.1)	LOC107056693 (XP_025009027.1)	48%	70%	0.0
CLCA1 (XP_422360.3)	CLCA2 (XP_001234330.2)	47%	64%	0.0
MCOLN3 (XP_015146352.1)	MCOLN2 (XP_422368.2)	60%	78%	0.0
VTG2 (NP_001026447.1)	VTG3 (XP_015146355.1)	51%	71%	0.0
ST6GALNAC5 (XP_025008544.1)	ST6GALNAC3 (XP_025008879.1)	39%	56%	3e-61
HECTD3L (XP_025008850.1)	HECTD3 (XP_025008849.1)	60%	73%	0.0
CYP4A22 (NP_001316438.1)	CYP4B7 (NP_001316439.1)	63%	78%	0.0
FOXE3 (XP_004936976.2)	FOXD2 (NP_990283.1)	73%	84%	3e-44
PROC (XP_015132296.1)	LOC424748 (XP_025009300.1)	41%	62%	2e-65
GPC1 (NP_001291989.1)	GPC2 (XP_025009547.1)	24%	49%	3e-54
HES6 (XP_015132545.1)	LOC107051857 (XP_015132541.2)	42%	64%	3e-34
RBP2 (NP_001264346.1)	RBP1 (XP_015132393.1)	57%	74%	1e-54
SLC19A3 (XP_422610.3)	THT2L (XP_025009456.1)	86%	91%	0.0
PLSCR1 (XP_015147104.1)	PLSCR5 (XP_025009214.1)	60%	74%	2e-108
GP5 (XP_004943385.1)	LRRC15 (XP_025009496.1)	42%	57%	5e-89
ATP13A4 (XP_025009130.1)	ATP13A5 (XP_422713.3)	61%	77%	0.0
ALPI (XP_015146975.1)	ALPP (XP_003641809.1)	63%	77%	0.0
CHRND (NP_001026488.2)	CHRNG (NP_001026739.2)	49%	67%	3e-174
RARRES1 (NP_989865.1)	LXN (XP_015147180.1)	36%	52%	2e-26
TM4SF1 (NP_001264407.1)	TM4SF18 (XP_025009209.1)	35%	51%	9e-38
LOC107049860 (XP_025009853.1)	LOC112533201 (XP_025009854.1)	99%	99%	0.0
LOC107050529 (XP_025009841.1)	LOC107049102 (XP_025009740.1)	99%	99%	0.0
LOC112533202 (XP_025009855.1)	LOC112533203 (XP_025009856.1)	100%	100%	0.0
LOC112533204 (XP_025009857.1)	LOC112533205 (XP_025009858.1)	100%	100%	0.0
LOC107054158 (XP_015147344.2)	LOC107054169 (XP_015147353.2)	94%	96%	9e-66
LOC112533191 (XP_025009838.1)	OR6B1 (NP_001025563.1)	96%	98%	0.0
LOC107052143 (XP_015134455.2)	OR6B1L2 (XP_015134589.2)	42%	65%	7e-84
SNX22 (XP_025009829.1)	SNX1 (XP_425052.2)	27%	48%	8e-06
LOC112533211 (XP_025009866.1)	LOC415324 (XP_015134325.1)	33%	49%	3e-19
ISLR (XP_001233273.1)	ISLR2 (NP_001038132.1)	53%	69%	1e-128
ZP3L1 (XP_413693.2)	ZP3 (XP_025009555.1)	59%	71%	1e-158
CHRNB4 (NP_990150.1)	CHRNA3 (NP_989747.1)	49%	66%	6e-168
MYO5A (NP_990631.1)	MYO5C (XP_025009873.1)	50%	67%	0.0
CEMIP (XP_015147525.1)	LOC415478 (XP_025009691.1)	46%	61%	0.0
IGDCC3 (XP_413904.2)	IGDCC4 (XP_025009898.1)	37%	54%	6e-131
SMAD6 (NP_989579.2)	SMAD3 (NP_989806.1)	29%	45%	6e-36
CX3CL1 (NP_001070700.1)	CCL17 (NP_001280238.1)	37%	55%	5e-12
LOC112533295 (XP_025010134.1)	KCTD19 (XP_025010133.1)	39%	52%	6e-10
MT4L (NP_990606.1)	MT3 (NP_001091007.1)	68%	79%	1e-19
IRX6 (XP_025010155.1)	IRX5 (XP_025010091.1)	58%	66%	3e-40
CDH11 (NP_001004371.1)	CDH8 (XP_025009979.1)	69%	82%	0.0
FOXL1 (XP_001231599.4)	FOXC2 (NP_990469.1)	78%	91%	6e-52
CDH3 (XP_003642004.4)	CDH1 (XP_015148067.1)	63%	77%	0.0
RRP9 (XP_015148223.1)	POC1A (XP_025010343.1)	25%	43%	5e-21
LOC107054346 (XP_025010468.1)	LOC107056872 (XP_025010474.1)	99%	99%	0.0
LOC107054354 (XP_025010404.1)	LOC107054353 (XP_025010470.1)	88%	90%	2e-28
HYAL1 (XP_015148280.1)	HYAL2 (XP_414258.2)	44%	61%	1e-135
GBP4L (XP_015148387.1)	GBP (NP_989983.2)	51%	63%	2e-172
AAREL (XP_015148378.1)	APEH (NP_001025756.1)	47%	60%	0.0
CAMKV (XP_015148332.2)	MST1R (XP_025010272.1)	26%	43%	1e-07
SLC6A11 (XP_414302.2)	SLC6A1 (XP_414303.1)	53%	69%	0.0
IL17RE (XP_015148829.1)	IL17RC (XP_015148828.1)	27%	38%	2e-22
LOC101748153 (XP_015148809.1)	LAMB2 (NP_989497.2)	45%	60%	0.0
CNTN6 (XP_004944760.1)	CNTN4 (XP_414435.2)	60%	77%	0.0
LOC107054461 (XP_015148984.2)	LOC107054460 (XP_015148983.2)	98%	98%	0.0
LOC107054471 (XP_015149018.1)	PCDHAC2 (NP_001104601.1)	41%	58%	0.0
PCDHA11 (NP_001104598.1)	PCDHA7 (NP_001104607.1)	92%	94%	0.0
PCDHA3 (NP_001104603.1)	PCDHA4 (NP_001104604.1)	92%	95%	0.0
HARS2 (XP_001231932.2)	HARS (NP_001006144.1)	86%	93%	0.0
LOC100859549 (XP_015149142.2)	LOC416147 (XP_025010794.1)	50%	68%	0.0
HAVCR1 (NP_001292507.1)	TIMD4 (NP_001006149.1)	50%	66%	3e-42
MYOZ3 (XP_414589.2)	SYNPO (XP_025010782.1)	46%	75%	2e-06
PDGFRB (XP_025010809.1)	CSF1R (NP_001308446.1)	35%	51%	1e-157
MYOT (XP_025010788.1)	PALLDL (XP_015149449.1)	24%	42%	3e-08
SLC22A4 (NP_001139603.1)	SLC22A5 (XP_025010631.1)	79%	90%	0.0
IL13 (NP_001007086.1)	IL4 (NP_001007080.1)	22%	46%	1e-07
CYP2AC7 (NP_001316433.1)	CYP2W1 (XP_015149814.1)	52%	73%	8e-174
GPR146 (XP_025010844.1)	GPER1 (XP_004945187.2)	27%	48%	2e-21
ARPC1A (XP_015149735.1)	ARPC1B (NP_001025803.1)	70%	85%	0.0
HAGHL (NP_001025808.1)	HAGH (XP_015149686.1)	54%	74%	2e-113
SCNN1B (XP_015149983.1)	SCNN1G (XP_015149986.1)	36%	55%	3e-146
SDR42E2L (XP_015150041.1)	SDR42E2 (XP_015149713.1)	67%	79%	0.0
LOC112533475 (XP_025011158.1)	DNASE1 (NP_996840.1)	59%	77%	4e-116
ACSM4L (XP_015150276.1)	ACSM5 (XP_424596.3)	65%	79%	0.0
LOC101747516 (XP_015150287.1)	LOC107054662 (XP_025010955.1)	100%	100%	1e-93
LOC100858386 (XP_025011053.1)	LOC101748630 (XP_004950460.3)	37%	41%	5e-17
SEPT2L (XP_015130724.1)	SEPT5 (XP_025011204.1)	62%	79%	7e-156
TMEM132C (XP_415100.2)	TMEM132B (XP_025011372.1)	59%	74%	0.0
P2RX7 (XP_001235163.3)	P2RX4 (NP_989622.1)	45%	64%	6e-108
LOC100858347 (XP_015131031.1)	ADAM20 (NP_996860.1)	43%	59%	0.0
CRYBB3 (NP_990522.1)	CRYBB2 (XP_015130711.1)	57%	75%	4e-87
GSTT1L (XP_001231971.4)	GSTT1 (NP_990696.1)	58%	73%	2e-111
PLA2G1B (NP_001138961.1)	PLA2G1BL (XP_001233627.2)	82%	90%	2e-84
SEC14L3 (XP_015150407.1)	SEC14L2 (XP_015150404.1)	96%	97%	0.0
LOC101752166 (XP_004934511.2)	LIF (XP_015150402.1)	25%	46%	2e-12
TBX3 (XP_015150320.1)	TBX5 (NP_989504.1)	63%	76%	2e-83
LOC112533551 (XP_025011663.1)	LOC107050998 (XP_015130151.1)	41%	48%	2e-48
LOC112533560 (XP_025011723.1)	LOC107049613 (XP_025011543.1)	42%	58%	5e-47
LOC112533569 (XP_025011757.1)	LOC112533570 (XP_025011760.1)	45%	53%	3e-24
LOC112533537 (XP_025011546.1)	LOC107051231 (XP_025011583.1)	44%	60%	3e-47
LOC112533539 (XP_025011549.1)	DMBT1L1 (XP_025011550.1)	35%	50%	3e-41
LOC107049194 (XP_025011555.1)	LOC107049548 (XP_025011556.1)	98%	99%	0.0
MHCIA7 (XP_025011768.1)	LOC107050833 (XP_025011628.1)	76%	83%	2e-173
LOC107049114 (XP_025011633.1)	YF6 (XP_025011631.1)	80%	86%	9e-177
LOC112533567 (XP_025011755.1)	MOGL4 (XP_025011618.1)	84%	88%	3e-95
LOC107054696 (XP_025011767.1)	LOC112533543 (XP_025011590.1)	35%	53%	8e-21
BTN1 (XP_015150488.1)	TRIM10 (XP_003642286.3)	49%	61%	1e-51
BLB1 (NP_001038144.2)	TAPBP (NP_001193540.1)	29%	43%	8e-09
CD1B (NP_001019753.1)	CD1C (NP_001017412.1)	48%	62%	4e-92
ST6GALNAC4 (XP_015134789.2)	ST6GALNAC6 (XP_015135189.1)	45%	65%	3e-74
ZBTB6 (NP_001264570.2)	ZBTB26 (XP_025011817.1)	46%	63%	1e-128
NR5A1 (NP_990408.1)	NR6A1 (XP_015135069.1)	27%	47%	1e-45
ZBTB43 (XP_415377.1)	ZBTB34 (XP_015134872.1)	52%	72%	1e-37
PIK3R6 (XP_015150730.1)	PIK3R5 (NP_001025868.1)	28%	46%	3e-33
