Gene 1	Gene 2	id %	som %	E-value
PAH (NP_001001298.1)	THL (XP_001235001.1)	50%	67%	1e-153
SLC6A12 (XP_015142391.1)	SLC6A13 (XP_003640448.3)	73%	84%	0.0
TUBA8B (NP_990775.1)	TUBA8A (XP_416397.1)	89%	94%	0.0
AKR1B10L1 (NP_001264828.1)	AKR1B10L3 (XP_015141727.1)	84%	92%	0.0
AKR1B10L3 (XP_015141727.1)	AKR1E2 (XP_025004632.1)	83%	90%	6e-180
AKR1E2 (XP_025004632.1)	AKR1B10L4 (XP_015141720.1)	95%	98%	0.0
AKR1B10L4 (XP_015141720.1)	AKR1B1L (NP_001265009.1)	94%	97%	0.0
SLCO1C1 (NP_001034186.1)	SLCO1B3 (NP_001305378.1)	53%	69%	0.0
SLCO1B1 (XP_024997727.1)	SLCO1A2 (XP_015147281.1)	46%	66%	2e-109
PARVB (XP_416459.2)	PARVG (XP_416460.2)	45%	64%	6e-86
TTC38L (XP_024998138.1)	TTC38 (XP_423856.6)	95%	98%	0.0
FGF6 (XP_001232071.1)	FGF23 (XP_425663.1)	38%	58%	2e-16
KCNA6 (XP_003643199.3)	KCNA1 (XP_004938130.1)	70%	81%	0.0
KCNA1 (XP_004938130.1)	KCNA5 (XP_015147812.1)	66%	79%	0.0
A2ML1 (XP_025007673.1)	A2ML2 (XP_004938163.2)	38%	56%	0.0
OVST (NP_990557.2)	OVSTL (XP_025007686.1)	49%	66%	0.0
LAG3 (XP_416510.2)	CD4 (NP_989980.1)	21%	41%	3e-15
PRSS2 (NP_990715.1)	LOC107054567 (XP_015149644.1)	99%	99%	0.0
LOC107054567 (XP_015149644.1)	LOC107054568 (XP_015149651.1)	99%	99%	0.0
LOC107050394 (XP_024998942.1)	LOC107049865 (XP_024998948.1)	96%	97%	1e-175
LOC107049865 (XP_024998948.1)	LOC107055578 (XP_024998946.1)	100%	100%	0.0
LOC107055578 (XP_024998946.1)	PRSS3 (NP_990716.1)	94%	96%	8e-174
PRSS3 (NP_990716.1)	KLK7 (XP_024998952.1)	98%	99%	2e-110
KLK7 (XP_024998952.1)	LOC107055482 (XP_024998955.1)	98%	99%	2e-125
LOC107055482 (XP_024998955.1)	TRY1P1L1 (XP_015149803.1)	99%	99%	3e-111
LOC100859872 (XP_024999073.1)	LOC112530264 (XP_024999090.1)	98%	99%	3e-122
IGSF11 (NP_001305351.1)	LSAMP (XP_024999508.1)	23%	39%	6e-09
CD200R1L (XP_025005031.1)	CD200R1 (XP_015151925.1)	84%	90%	2e-130
TMPRSS7 (XP_001233291.2)	LOC418421 (XP_025000078.1)	31%	49%	8e-106
LOC770026 (XP_001233343.3)	CD200L (XP_015151755.2)	35%	54%	9e-18
CD200L (XP_015151755.2)	CD200 (NP_001025958.1)	42%	60%	2e-20
LOC396098 (NP_990513.1)	CD2 (XP_015153687.1)	24%	38%	4e-15
PTGFRN (XP_416660.4)	CD101 (XP_025000397.1)	26%	43%	7e-64
CD101 (XP_025000397.1)	IGSF3 (XP_025000390.1)	41%	59%	0.0
ADAMTS1 (XP_015154663.1)	ADAMTS5 (XP_425541.6)	45%	60%	0.0
CLDN17 (XP_015155129.1)	CLDN8 (XP_004938436.1)	52%	67%	4e-68
IFNAR2 (NP_990189.1)	IL10RB (XP_015154738.1)	24%	41%	5e-06
IL10RB (XP_015154738.1)	IFNAR1 (NP_990190.1)	28%	46%	2e-27
IFNAR1 (NP_990190.1)	IFNGR2 (NP_001008676.1)	29%	42%	5e-20
SRAPL (XP_025007772.1)	LOC112530909 (XP_025001283.1)	43%	63%	2e-15
LOC418544 (XP_015156382.1)	CBS (XP_015156364.1)	71%	84%	0.0
GPR82 (XP_004934660.1)	GPR34 (XP_015157057.1)	24%	44%	2e-26
LOC107056924 (XP_025001928.1)	LOC107055643 (XP_025001934.1)	82%	83%	0.0
LOC107055643 (XP_025001934.1)	LOC112532723 (XP_025007815.1)	65%	69%	9e-102
LOC112531281 (XP_025002023.1)	LOC112532742 (XP_025007829.1)	95%	95%	2e-179
MROH2BL22 (XP_025001973.1)	LOC101751321 (XP_025007838.1)	99%	99%	0.0
LOC101751321 (XP_025007838.1)	LOC112532743 (XP_025007841.1)	95%	96%	1e-134
LOC112532743 (XP_025007841.1)	MROH2BL1 (XP_025007846.1)	76%	82%	4e-66
LOC107057518 (XP_025007874.1)	HEATR7B2L2 (XP_025002200.1)	84%	93%	7e-79
HEATR7B2L2 (XP_025002200.1)	LOC112532745 (XP_025007886.1)	97%	97%	0.0
TMEM27 (XP_416821.4)	ACE2 (XP_416822.2)	45%	68%	3e-40
ASB11 (XP_015128833.1)	ASB9 (XP_015128709.1)	59%	72%	6e-104
LOC107049118 (XP_025007906.1)	LOC107056965 (XP_025007907.1)	87%	89%	0.0
ARSH (NP_989703.1)	ARSD (XP_025002396.1)	77%	87%	0.0
ARSD (XP_025002396.1)	ARSE (XP_416856.4)	74%	86%	0.0
XG (XP_015133218.1)	CD99 (XP_015133181.1)	31%	43%	2e-11
GMSRAL (XP_015133221.1)	CSF2RA (NP_001299591.1)	47%	60%	1e-116
CSF2RA (NP_001299591.1)	LOC418667 (NP_001299590.1)	48%	60%	3e-79
RGNL (XP_015133232.1)	RGN (NP_990060.1)	70%	82%	5e-152
NIPA2 (XP_015133193.1)	NIPA1 (XP_015133252.1)	42%	65%	2e-86
GABRG3 (XP_025002405.1)	GABRA5 (XP_004938526.1)	53%	67%	2e-58
LYGL (XP_416896.1)	LYG2 (NP_001001470.1)	64%	80%	3e-94
LYG2 (NP_001001470.1)	LOC418701 (XP_416898.3)	40%	62%	1e-51
IL1R2 (XP_015133296.1)	IL1R1 (NP_990816.1)	30%	50%	5e-24
IL1R1 (NP_990816.1)	IL1RL2 (XP_015133302.1)	36%	54%	6e-78
IL1RL2 (XP_015133302.1)	IL1RL1 (NP_989606.1)	24%	42%	2e-33
IL1RL1 (NP_989606.1)	IL18R1 (NP_001138697.2)	29%	47%	5e-57
IL18R1 (NP_001138697.2)	IL18RAP (XP_015133304.2)	31%	48%	2e-62
SLC9A4 (NP_001244184.1)	SLC9A2 (NP_001272864.1)	66%	81%	0.0
LOC112531518 (XP_025002457.1)	LOC107055587 (XP_025008415.1)	99%	99%	0.0
PROZ (XP_416945.3)	LOC771012 (XP_001233228.2)	28%	46%	3e-38
LOC771012 (XP_001233228.2)	F10 (XP_015133313.1)	53%	65%	2e-130
F10 (XP_015133313.1)	F7 (XP_015133307.1)	40%	58%	4e-102
LOC431250 (XP_025002518.1)	GPR183 (XP_001231944.1)	51%	71%	3e-126
GPR183 (XP_001231944.1)	GPR18 (XP_003640589.1)	28%	48%	5e-35
OXGR1 (XP_425594.1)	OXGR1L (XP_425595.1)	63%	77%	6e-144
GPC6 (XP_015130158.1)	GPC5 (XP_025002526.1)	26%	49%	7e-60
SLITRK6 (XP_003640598.1)	SLITRK1 (XP_015130070.1)	41%	60%	1e-162
LOC107051826 (XP_015132369.2)	LOC101750251 (XP_015132358.2)	100%	100%	0.0
LOC101750251 (XP_015132358.2)	LOC107051825 (XP_015132351.2)	100%	100%	0.0
NEK5 (XP_015131520.1)	NEK3 (XP_015131511.1)	55%	72%	3e-71
N4BP2L2 (XP_015133382.1)	N4BP2L1 (XP_417110.2)	56%	70%	2e-46
PDX1 (XP_001234636.2)	GSX1 (XP_015135226.1)	53%	68%	3e-26
GJB6 (XP_015133180.1)	GJB2 (XP_025007039.1)	79%	88%	1e-141
GJB2 (XP_025007039.1)	GJA3 (XP_015133700.1)	43%	57%	7e-65
MMP13 (NP_001280019.1)	MMP10 (NP_001265018.1)	47%	62%	3e-161
MMP10 (NP_001265018.1)	MMP3 (XP_025007969.1)	54%	67%	1e-142
MMP3 (XP_025007969.1)	MMP1 (XP_417176.1)	54%	68%	4e-141
MMP1 (XP_417176.1)	MMP27 (NP_990331.1)	56%	71%	0.0
MMP27 (NP_990331.1)	MMP7 (NP_001006278.1)	47%	61%	1e-77
LOC107055546 (XP_025007972.1)	LOC112531592 (XP_025002647.1)	74%	74%	3e-93
LOC112531592 (XP_025002647.1)	LOC112531593 (XP_025002648.1)	100%	100%	2e-166
LOC112531593 (XP_025002648.1)	LOC101751046 (XP_025002649.1)	100%	100%	2e-166
NAALAD2 (XP_004938937.1)	FOLH1 (XP_417205.3)	73%	84%	0.0
LOC101748083 (XP_025007984.1)	LOC112531599 (XP_025002698.1)	93%	95%	8e-122
LOC112531599 (XP_025002698.1)	LOC101750591 (XP_025002700.1)	87%	89%	1e-124
LOC100857685 (XP_025002701.1)	LOC112531600 (XP_025002702.1)	74%	79%	2e-105
LOC112531600 (XP_025002702.1)	LOC112532751 (XP_025007998.1)	88%	90%	0.0
LOC112532751 (XP_025007998.1)	LOC112531601 (XP_025002703.1)	91%	92%	4e-172
LOC101748650 (XP_015136359.2)	THRSP (NP_998742.1)	70%	79%	3e-68
ART1 (NP_001029998.1)	ART7B (NP_001107976.1)	74%	82%	2e-145
ART7C (XP_004939002.1)	MADPRT1 (NP_001028818.1)	69%	78%	5e-141
MOGAT2 (XP_004939048.1)	DGAT2 (XP_419374.3)	46%	68%	3e-114
LOC107055678 (XP_025002722.1)	LOC107055677 (XP_015156313.2)	95%	97%	7e-176
LOC107055677 (XP_015156313.2)	LOC107055625 (XP_025008019.1)	74%	76%	2e-38
OR52L1 (XP_015136434.1)	OLFR52I1L (XP_004939036.1)	51%	72%	1e-112
LOC107052463 (XP_015136433.2)	LOC107049066 (XP_015136431.1)	39%	56%	3e-61
LOC107049066 (XP_015136431.1)	LOC419080 (XP_004949868.1)	51%	71%	2e-112
LOC419080 (XP_004949868.1)	OR52R1L1 (XP_003643197.1)	49%	70%	5e-103
OR52R1L1 (XP_003643197.1)	OR52R1L3 (XP_004949865.1)	88%	93%	0.0
OR52R1L3 (XP_004949865.1)	OR52R1L2 (XP_004949864.1)	88%	94%	0.0
OR52R1L2 (XP_004949864.1)	OR52R1 (NP_001009878.1)	97%	99%	0.0
HBE (NP_001075173.2)	HBBA (NP_990820.1)	88%	95%	9e-103
HBBA (NP_990820.1)	HBE1 (NP_001026660.1)	90%	97%	9e-105
HBE1 (NP_001026660.1)	HBBR (NP_001004390.1)	83%	93%	9e-97
LOC107052478 (XP_015136597.2)	LOC101749138 (XP_025003147.1)	37%	48%	1e-118
LOC420368 (XP_418473.2)	GIMAP1 (XP_015136595.1)	42%	64%	7e-45
LOC101748312 (XP_025003157.1)	ZNF746 (XP_015136672.1)	30%	41%	1e-14
ZNF767 (XP_015136544.1)	LOC107052489 (XP_015136659.1)	47%	63%	2e-61
LOC112531692 (XP_025003159.1)	ZNF398L (XP_025003156.1)	40%	53%	4e-133
GIMAP8L1 (XP_025003164.1)	LOC112531695 (XP_025003170.1)	64%	76%	1e-88
LOC112531695 (XP_025003170.1)	LOC112531693 (XP_025003165.1)	64%	76%	3e-89
LOC112531693 (XP_025003165.1)	GIMAP7L2 (XP_025003168.1)	63%	74%	1e-84
GIMAP7L2 (XP_025003168.1)	LOC107049096 (XP_015136673.1)	62%	74%	1e-84
LOC107049096 (XP_015136673.1)	LOC112531694 (XP_025003169.1)	64%	76%	4e-90
LOC112531694 (XP_025003169.1)	LOC107052494 (XP_015136684.1)	68%	80%	1e-110
LOC107052494 (XP_015136684.1)	LOC107052493 (XP_015136683.2)	48%	57%	8e-37
LOC107052493 (XP_015136683.2)	GIMAP7L5 (XP_015136677.1)	99%	100%	2e-142
GHRHR (NP_001032923.1)	ADCYAP1R1 (XP_015136554.1)	41%	54%	1e-113
CAMP (NP_001020001.2)	CATHB1 (NP_001258101.1)	32%	44%	1e-13
CATHB1 (NP_001258101.1)	CATH1 (NP_001001605.1)	26%	40%	1e-05
SCN11A (XP_025003089.1)	LOC395944 (XP_025004055.1)	53%	68%	0.0
LOC395944 (XP_025004055.1)	SCN5A (XP_025002812.1)	69%	81%	0.0
MMR1L2 (NP_001305939.1)	MMR1L1 (NP_001305362.1)	48%	65%	0.0
MMR1L1 (NP_001305362.1)	MMR1L3 (NP_001305935.1)	49%	65%	0.0
MMR1L3 (NP_001305935.1)	MMR1L4 (NP_001305942.1)	49%	65%	0.0
MMR1L4 (NP_001305942.1)	MRC1 (NP_001305936.1)	53%	69%	0.0
ABCB1LA (XP_025004168.1)	ABCB1 (XP_025002804.1)	70%	82%	0.0
STEAP1 (XP_015137455.1)	STEAP2 (XP_004939332.1)	54%	74%	5e-109
AGR2 (XP_418698.1)	AGR3 (XP_025002957.1)	64%	81%	1e-83
TWIST1 (NP_990070.1)	FERD3L (XP_425989.1)	53%	72%	3e-16
LOC107052549 (XP_025003207.1)	LOC107050609 (XP_025003208.1)	98%	98%	2e-60
LOC107050609 (XP_025003208.1)	LOC101749671 (XP_025003209.1)	100%	100%	9e-66
LOC101749671 (XP_025003209.1)	LOC107055896 (XP_025003210.1)	84%	87%	9e-101
LOC107055896 (XP_025003210.1)	LOC107055882 (XP_025003211.1)	73%	74%	0.0
LOC107055882 (XP_025003211.1)	LOC107055976 (XP_025003212.1)	95%	98%	7e-92
LOC107055885 (XP_025003215.1)	LOC112531710 (XP_025003216.1)	95%	97%	4e-51
LOC112531710 (XP_025003216.1)	LOC112531711 (XP_025003218.1)	97%	98%	2e-81
LOC112531711 (XP_025003218.1)	LOC107055944 (XP_025003219.1)	99%	99%	3e-127
LOC107055944 (XP_025003219.1)	LOC100857560 (XP_025003187.1)	100%	100%	9e-68
LOC100857560 (XP_025003187.1)	LOC420615 (XP_025003224.1)	97%	99%	3e-56
LOC420615 (XP_025003224.1)	LOC112531712 (XP_025003231.1)	91%	92%	2e-57
HOXA1 (XP_003640745.1)	HOXA2 (NP_990481.1)	71%	80%	1e-24
HOXA2 (NP_990481.1)	HOXA3 (XP_025002792.1)	48%	66%	2e-35
HOXA3 (XP_025002792.1)	HOXA4 (NP_001025517.1)	55%	69%	1e-30
HOXA4 (NP_001025517.1)	HOXA5 (XP_015137314.1)	74%	85%	6e-51
HOXA5 (XP_015137314.1)	HOXA6 (NP_001026158.1)	42%	56%	2e-48
HOXA6 (NP_001026158.1)	HOXA7 (NP_989926.1)	71%	80%	9e-45
HOXA7 (NP_989926.1)	HOXA9 (NP_001292153.1)	65%	79%	8e-26
HOXA9 (NP_001292153.1)	HOXA10 (XP_025003122.1)	58%	71%	2e-42
HOXA10 (XP_025003122.1)	HOXA11 (NP_989950.1)	64%	87%	5e-30
HOXA11 (NP_989950.1)	HOXA13 (NP_989470.1)	57%	79%	4e-23
UBE2E2 (XP_015137285.1)	UBE2E1 (XP_015137280.1)	85%	87%	2e-99
CMTM8 (XP_025002977.1)	CMTM7 (NP_001007895.1)	28%	50%	1e-10
LOC107049140 (XP_015137266.1)	LOC101750587 (XP_004939486.2)	93%	95%	4e-149
LOC101750587 (XP_004939486.2)	BCORL (XP_004939666.2)	91%	95%	7e-148
BCORL (XP_004939666.2)	LOC101750511 (XP_004939485.2)	94%	97%	0.0
CCR5 (XP_025002987.1)	CCR2 (XP_015136989.1)	78%	85%	0.0
CCR2 (XP_015136989.1)	CCR8L (XP_015137080.1)	49%	68%	2e-107
CCR8 (NP_001026162.1)	CX3CR1 (XP_418820.1)	45%	62%	5e-98
CX3CR1 (XP_418820.1)	CCR4 (XP_025003287.1)	42%	62%	2e-98
TARP (XP_025003123.1)	LOC107055936 (XP_015156505.2)	33%	52%	1e-14
LOC420807 (XP_418900.1)	LOC420808 (XP_004935138.1)	69%	86%	5e-175
TUBB2B (NP_001004400.1)	TUBB2A (XP_001231210.4)	99%	99%	0.0
FOXQ1 (XP_015137671.2)	FOXF2 (XP_015137672.2)	62%	80%	2e-37
FOXF2 (XP_015137672.2)	FOXC1 (NP_990337.1)	65%	82%	2e-43
SERPINB1 (XP_015137679.1)	SERPINB6L (XP_015137656.1)	58%	77%	2e-157
SERPINB6L (XP_015137656.1)	SERPINB10A (XP_004939740.1)	50%	68%	2e-143
SERPINB10A (XP_004939740.1)	SERPINB10B (NP_990228.1)	58%	75%	8e-175
SERPINB10B (NP_990228.1)	SERPINB2 (XP_418982.1)	45%	64%	2e-122
SERPINB2 (XP_418982.1)	OVAL (XP_015137652.1)	38%	56%	4e-98
OVAL (XP_015137652.1)	OVALY (XP_015137657.1)	57%	77%	1e-176
OVALY (XP_015137657.1)	OVALX (XP_015137661.1)	73%	84%	0.0
OVALX (XP_015137661.1)	SERPINB12 (XP_015137682.1)	40%	58%	5e-97
SERPINB12 (XP_015137682.1)	SERPINB5 (XP_418986.3)	33%	52%	7e-83
CDH12 (XP_025003454.1)	CDH18 (XP_015137700.1)	59%	73%	0.0
FAM105B (XP_015137714.2)	FAM105A (XP_015137705.1)	42%	59%	9e-67
CMBLL (XP_004935177.2)	CMBL (XP_025003484.1)	54%	69%	2e-83
LOC770405 (XP_025003491.1)	LOC107055873 (XP_025003501.1)	97%	99%	3e-109
LOC107055873 (XP_025003501.1)	LOC107052644 (XP_015137783.2)	96%	99%	8e-61
LOC770839 (XP_015137797.1)	LOC107055929 (XP_025004153.1)	99%	99%	7e-141
LOC107055929 (XP_025004153.1)	LOC107055886 (XP_025003535.1)	100%	100%	1e-141
LOC107055886 (XP_025003535.1)	LOC107052660 (XP_015137849.1)	99%	99%	7e-141
EPB41L4B (XP_015137831.1)	PTPN3 (XP_419047.4)	32%	52%	3e-54
SLC6A19 (XP_419056.1)	SLC6A18 (XP_003640835.1)	57%	76%	0.0
IRX4 (XP_015137809.1)	IRX2 (XP_015137852.1)	42%	53%	1e-44
CNDP1 (XP_015137915.1)	CNDP2 (NP_001006385.1)	53%	70%	3e-179
MYL12B (XP_001233329.2)	MYL12A (NP_990672.1)	99%	100%	2e-131
HRH4 (XP_001232311.2)	HRH3L (XP_015133472.1)	82%	90%	0.0
CDH2 (XP_025002848.1)	DSC1 (XP_015138083.1)	31%	48%	5e-109
DSG4 (XP_015138085.1)	DSG2 (XP_025003680.1)	51%	65%	9e-164
TTR (NP_001268427.1)	LOC112531842 (XP_025003681.1)	64%	82%	2e-69
LOC107052722 (XP_015138177.1)	RP1_1 (XP_025003505.1)	37%	63%	3e-24
RP1_1 (XP_025003505.1)	LOC107052731 (XP_015138186.1)	32%	54%	1e-20
LOC107052731 (XP_015138186.1)	LOC107055922 (XP_025003507.1)	33%	54%	1e-13
SDR16C5 (NP_001026193.1)	ERD2L (XP_015138173.1)	50%	71%	5e-112
PI15 (NP_989665.1)	CRISPLD1 (NP_989985.2)	57%	72%	9e-102
LOC107055860 (XP_025003513.1)	LOC107055859 (XP_025003773.1)	63%	66%	3e-86
LOC107055859 (XP_025003773.1)	LOC107052752 (XP_025003777.1)	99%	99%	5e-62
LOC107049563 (XP_025003778.1)	LOC107050168 (XP_025003780.1)	99%	99%	4e-167
PMP2 (NP_001186405.1)	FABP4 (NP_989621.1)	69%	88%	2e-74
CA13 (XP_003640859.1)	CA3A (XP_025002864.1)	53%	70%	2e-53
CA3A (XP_025002864.1)	CA3B (NP_001264339.1)	76%	88%	6e-84
CA3B (NP_001264339.1)	CA2 (NP_990648.1)	56%	71%	5e-110
PSCA (XP_418414.2)	LOC101747868 (XP_004940135.1)	31%	44%	4e-14
LYPD2 (XP_001231773.2)	LY6E (NP_990106.1)	34%	56%	4e-19
LY6E (NP_990106.1)	LOC101747995 (XP_004940136.1)	39%	54%	2e-29
LOC101747995 (XP_004940136.1)	LY6CLEL (XP_418413.1)	34%	52%	2e-26
LY6CLEL (XP_418413.1)	LY6EL (XP_418412.4)	52%	68%	3e-44
LOC100858444 (NP_001264692.1)	LOC112531909 (XP_025003978.1)	96%	97%	2e-47
LOC112531909 (XP_025003978.1)	LOC425781 (XP_015138703.1)	98%	98%	7e-70
LOC100857710 (XP_025003976.1)	LOC107052820 (XP_015138697.1)	98%	99%	6e-71
LOC100857348 (XP_003643728.3)	LOC101750273 (XP_004940152.2)	100%	100%	3e-71
LOC101750273 (XP_004940152.2)	LOC107052807 (XP_025003987.1)	98%	99%	4e-70
LOC107052807 (XP_025003987.1)	LOC107052814 (XP_025003984.1)	98%	98%	9e-72
LOC107052806 (XP_015138677.1)	LOC107052811 (XP_015138686.1)	100%	100%	3e-71
LOC107052811 (XP_015138686.1)	LOC100857698 (XP_015138673.1)	100%	100%	5e-72
LOC100857698 (XP_015138673.1)	LOC107052805 (XP_015138676.1)	98%	99%	8e-71
LOC107052805 (XP_015138676.1)	LOC100857940 (XP_003643694.1)	98%	99%	4e-70
LOC100857940 (XP_003643694.1)	LOC100859039 (NP_001264688.1)	99%	100%	8e-71
LOC100859039 (NP_001264688.1)	LOC107052810 (XP_015138683.1)	98%	99%	1e-70
LOC107052810 (XP_015138683.1)	LOC107052809 (XP_015138682.1)	97%	99%	8e-70
LOC107052809 (XP_015138682.1)	LOC420291 (XP_015138687.1)	99%	100%	8e-71
LOC420291 (XP_015138687.1)	LOC107052813 (XP_015138690.1)	100%	100%	2e-71
LOC107052813 (XP_015138690.1)	FK1L (XP_015138662.1)	99%	99%	7e-71
FK1L (XP_015138662.1)	LOC107052803 (XP_015138671.1)	98%	99%	4e-70
LOC107052803 (XP_015138671.1)	LOC100857382 (XP_015138695.1)	100%	100%	3e-71
LOC100857382 (XP_015138695.1)	LOC107052818 (XP_015138696.1)	100%	100%	3e-71
LOC107052818 (XP_015138696.1)	LOC107052804 (XP_015138672.1)	96%	97%	1e-47
LOC107052804 (XP_015138672.1)	LOC107052808 (XP_015138679.1)	96%	97%	3e-47
LOC112531917 (XP_025004001.1)	LOC112531916 (XP_025003998.1)	94%	96%	2e-80
EPPKL (XP_004950978.2)	LOC107050437 (XP_025003527.1)	51%	67%	2e-148
LOC112531812 (XP_025003530.1)	LOC107051082 (XP_025004009.1)	32%	45%	2e-18
GZF1 (XP_025004406.1)	LOC421232 (NP_001336667.1)	55%	68%	2e-114
CD93 (NP_001186380.1)	THBD (XP_004940194.1)	28%	40%	1e-49
NKX2-2 (XP_015138865.1)	NKX2-4 (XP_015138916.1)	70%	77%	7e-46
FSHR (XP_025004312.1)	LHCGR (NP_990267.1)	56%	72%	0.0
BDH1 (XP_004935295.2)	LOC101747958 (XP_004935292.1)	31%	44%	9e-09
PLCB4 (XP_025004370.1)	PLCB1 (XP_025005027.1)	41%	59%	0.0
KCNK16 (XP_001235224.1)	KCNK17 (XP_419477.3)	45%	64%	1e-66
KCNK17 (XP_419477.3)	KCNK5 (XP_419478.2)	38%	58%	1e-59
RHOU (XP_015139878.1)	RAB4A (XP_419573.1)	27%	46%	6e-16
SULT6B1L (XP_419601.2)	SULT (XP_025004311.1)	56%	75%	1e-122
PLGL (XP_426150.3)	PLG (XP_419618.2)	61%	75%	0.0
PERP2 (NP_001264633.1)	PERP1 (NP_001264632.1)	72%	84%	2e-105
IFNGR1 (NP_001123859.1)	IL22RA2 (XP_025005053.1)	26%	41%	1e-13
IL22RA2 (XP_025005053.1)	IL20RA (XP_419723.1)	33%	47%	2e-32
TAAR1 (XP_015139651.2)	TAAR2 (XP_003641016.1)	47%	62%	2e-101
TAAR2 (XP_003641016.1)	TAAR5 (XP_001231565.2)	42%	60%	1e-89
ENPP1 (XP_004940275.3)	ENPP3 (XP_003641087.3)	56%	71%	0.0
FAM26E (NP_001072960.1)	FAM26F (XP_419776.1)	39%	58%	1e-69
POPDC3 (NP_990028.1)	BVES (NP_001001299.2)	32%	54%	4e-50
GABRR2 (XP_015140188.1)	GABRR1 (XP_426190.2)	63%	73%	0.0
GSTAL3 (XP_015140307.1)	GSTA4L (XP_015140302.1)	69%	80%	6e-117
GSTA4L (XP_015140302.1)	GSTA3 (NP_001001777.1)	67%	78%	1e-109
GSTA3 (NP_001001777.1)	GSTAL2 (XP_025004723.1)	85%	92%	4e-141
GSTAL2 (XP_025004723.1)	GSTAL1 (XP_015140400.1)	86%	94%	1e-146
GSTAL1 (XP_015140400.1)	GSTA2 (NP_001001776.1)	68%	80%	8e-107
WDCP (XP_015140464.1)	WDCPL (XP_025005110.1)	61%	76%	0.0
C3H8ORF80 (XP_015140702.1)	NUGGC (XP_004935904.1)	42%	64%	0.0
AvBD10 (NP_001001609.1)	AvBD9 (NP_001001611.1)	44%	50%	4e-15
AvBD7 (NP_001001194.1)	AvBD6 (NP_001001193.1)	67%	78%	3e-21
AvBD1 (NP_990324.1)	AvBD3 (NP_989981.1)	44%	56%	1e-09
AvBD5 (NP_001001608.2)	AvBD4 (NP_001001610.1)	33%	46%	2e-11
TFAP2B (XP_015140571.1)	TFAP2D (XP_015140640.1)	53%	65%	2e-122
CRISP2 (XP_004935970.1)	LOC428667 (XP_025005035.1)	52%	71%	2e-88
CYP2AC1 (NP_001316427.1)	CYP2AC2 (XP_015140660.1)	67%	82%	0.0
LOC112532287 (XP_025005678.1)	LOC112532446 (XP_025006290.1)	60%	65%	1e-40
